보호구역아이디,시도명,시군구명,읍면동명,도로명,소재지도로명주소,소재지지번주소,관리아이디,연장,경도,위도,관리기관명,관리기관전화번호,데이터기준일자
12,경기도,광명시,하안동,금당로,경기도 광명시 금당로 71,경기도 광명시 하안동 110-3,0012-F-0001,71,126.88590796,37.461423674,광명시청,1688-3399,2021-11-15
12,경기도,광명시,하안동,금당로,경기도 광명시 금당로 71,경기도 광명시 하안동 110-3,0012-F-0002,71,126.88512941,37.46100126,광명시청,1688-3399,2021-11-15
12,경기도,광명시,하안동,금당로,경기도 광명시 금당로 71,경기도 광명시 하안동 110-3,0012-F-0003,144,126.885703917,37.461064872,광명시청,1688-3399,2021-11-15
12,경기도,광명시,하안동,금당로,경기도 광명시 금당로 71,경기도 광명시 하안동 110-3,0012-F-0004,29,126.884506023,37.460419307,광명시청,1688-3399,2021-11-15
12,경기도,광명시,하안동,금당로,경기도 광명시 금당로 71,경기도 광명시 하안동 110-3,0012-F-0005,28,126.884372692,37.460591061,광명시청,1688-3399,2021-11-15
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0001,106,126.88061986,37.458562549,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0002,90,126.880670019,37.458341415,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0003,31,126.880222361,37.4579005,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0004,32,126.880316133,37.457930079,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0005,38,126.880577804,37.457487403,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0006,44,126.88064114,37.457551921,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0007,95,126.879576908,37.457748558,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0008,95,126.87945047,37.457922901,광명시청,1688-3399,2021-11-16
38,경기도,광명시,소하동,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,0038-F-0001,25,126.88140009,37.455698589,광명시청,1688-3399,2021-11-26
38,경기도,광명시,소하동,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,0038-F-0002,5,126.881633101,37.455785886,광명시청,1688-3399,2021-11-26
38,경기도,광명시,소하동,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,0038-F-0003,29,126.881834196,37.455857556,광명시청,1688-3399,2021-11-26
38,경기도,광명시,소하동,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,0038-F-0004,2,126.88207417,37.455949769,광명시청,1688-3399,2021-11-26
38,경기도,광명시,소하동,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,0038-F-0005,2,126.88217046,37.455985089,광명시청,1688-3399,2021-11-26
38,경기도,광명시,소하동,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,0038-F-0006,29,126.882271466,37.455811656,광명시청,1688-3399,2021-11-26
38,경기도,광명시,소하동,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,0038-F-0007,8,126.882381909,37.45562016,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0001,38,126.883384021,37.454773839,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0002,36,126.883237596,37.455049507,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0003,64,126.883518779,37.455495509,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0004,64,126.88339426,37.455456309,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0005,40,126.884177783,37.455078734,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0006,37,126.884029471,37.45535454,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0007,110,126.884099839,37.454448548,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0008,86,126.883951461,37.454509311,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0009,11,126.884263969,37.454046985,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0010,68,126.88445818,37.453641275,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0011,67,126.8845536,37.453662236,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0012,57,126.884918114,37.453116424,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0013,13,126.884738684,37.453268296,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0014,35,126.884862882,37.452975964,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0015,27,126.885678473,37.453108227,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0016,122,126.88434063,37.452374702,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0001,40,126.8881528,37.449291678,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0002,39,126.887974974,37.449277961,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0003,9,126.888172313,37.449019313,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0004,53,126.888050716,37.448321702,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0005,52,126.888231167,37.448327455,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0006,49,126.888105521,37.447664959,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0007,50,126.888291924,37.447678684,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0008,40,126.888600425,37.447426254,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0009,127,126.889124456,37.447324333,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0010,65,126.889389749,37.447465321,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0011,3,126.888145859,37.447188353,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0012,110,126.888369435,37.446656539,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0013,123,126.888196495,37.446545595,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0014,22,126.888429174,37.445987854,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0015,6,126.888444344,37.445801758,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0016,30,126.88829267,37.445327932,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0017,44,126.888474262,37.445376069,광명시청,1688-3399,2021-11-26
33,경기도,광명시,하안동,하안로,경기도 광명시 하안로 284,경기도 광명시 하안동 110-3,0033-F-0003,32,126.881976829,37.462171238,광명시청,1688-3399,2021-11-15
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0009,28,126.879966188,37.458356678,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0010,51,126.879803324,37.458405774,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0011,16,126.879751006,37.45857396,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0012,27,126.879558403,37.458799193,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0013,37,126.879464638,37.458802958,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0014,4,126.879278585,37.459019389,광명시청,1688-3399,2021-11-16
11,경기도,광명시,하안동,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,0011-F-0015,18,126.879377411,37.459036614,광명시청,1688-3399,2021-11-16
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0017,33,126.885366958,37.452966945,광명시청,1688-3399,2021-11-26
22,경기도,광명시,소하동,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,0022-F-0018,32,126.885530586,37.452729245,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0018,44,126.887541352,37.445250492,광명시청,1688-3399,2021-11-26
21,경기도,광명시,소하동,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,0021-F-0019,44,126.887587355,37.445002939,광명시청,1688-3399,2021-11-26
30,경기도,광명시,하안동,오리로,경기도 광명시 오리로 619번길 10,경기도 광명시 하안동 241-2,0030-F-0001,82,126.878479216,37.456716685,광명시청,1688-3399,2021-11-26
38,경기도,광명시,소하동,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,0038-F-0008,5,126.882632066,37.455197762,광명시청,1688-3399,2021-11-26
38,경기도,광명시,소하동,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,0038-F-0009,29,126.882733571,37.455028776,광명시청,1688-3399,2021-11-26
38,경기도,광명시,소하동,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,0038-F-0010,37,126.882516845,37.455397806,광명시청,1688-3399,2021-11-26
18,경기도,광명시,가학동,가학로,경기도 광명시 가학로 247-55,경기도 광명시 가학동 1053-2,0018-F-0002,81,126.871187609,37.40216063,광명시청,1688-3399,2021-11-23
18,경기도,광명시,가학동,가학로,경기도 광명시 가학로 247-55,경기도 광명시 가학동 1053-2,0018-F-0001,17,126.871859234,37.402055705,광명시청,1688-3399,2021-11-23
6,경기도,광명시,노온사동,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,0006-F-0001,45,126.845641719,37.443692321,광명시청,1688-3399,2021-11-23
6,경기도,광명시,노온사동,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,0006-F-0002,20,126.84562747,37.4433514,광명시청,1688-3399,2021-11-23
6,경기도,광명시,노온사동,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,0006-F-0003,19,126.845620439,37.443135645,광명시청,1688-3399,2021-11-23
6,경기도,광명시,노온사동,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,0006-F-0004,14,126.845617865,37.442933007,광명시청,1688-3399,2021-11-23
6,경기도,광명시,노온사동,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,0006-F-0005,4,126.845624112,37.442803091,광명시청,1688-3399,2021-11-23
6,경기도,광명시,노온사동,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,0006-F-0006,58,126.845708609,37.442422964,광명시청,1688-3399,2021-11-23
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0005,110,126.873685163,37.463407346,광명시청,1688-3399,2021-11-16
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0006,105,126.873806395,37.463252054,광명시청,1688-3399,2021-11-16
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0001,31,126.874629501,37.464380412,광명시청,1688-3399,2021-11-16
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0003,12,126.87488517,37.464305388,광명시청,1688-3399,2021-11-16
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0007,5,126.874266251,37.463637039,광명시청,1688-3399,2021-11-16
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0008,57,126.874524005,37.463333394,광명시청,1688-3399,2021-11-16
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0009,7,126.874698526,37.463208701,광명시청,1688-3399,2021-11-16
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0010,7,126.874784025,37.463105365,광명시청,1688-3399,2021-11-16
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0011,59,126.8749538,37.462823894,광명시청,1688-3399,2021-11-16
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0012,53,126.875019343,37.462834676,광명시청,1688-3399,2021-11-16
31,경기도,광명시,하안동,안현로,경기도 광명시 안현로 34,경기도 광명시 하안동 650-3,0031-F-0001,44,126.876905432,37.461228758,광명시청,1688-3399,2021-11-16
31,경기도,광명시,하안동,안현로,경기도 광명시 안현로 34,경기도 광명시 하안동 650-3,0031-F-0004,13,126.877546341,37.461576853,광명시청,1688-3399,2021-11-16
31,경기도,광명시,하안동,안현로,경기도 광명시 안현로 34,경기도 광명시 하안동 650-3,0031-F-0005,12,126.877759095,37.461692841,광명시청,1688-3399,2021-11-16
31,경기도,광명시,하안동,안현로,경기도 광명시 안현로 34,경기도 광명시 하안동 650-3,0031-F-0006,16,126.877933082,37.461407631,광명시청,1688-3399,2021-11-16
31,경기도,광명시,하안동,안현로,경기도 광명시 안현로 34,경기도 광명시 하안동 650-3,0031-F-0003,26,126.877456441,37.461144225,광명시청,1688-3399,2021-11-16
26,경기도,광명시,하안동,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-F-0001,128,126.869522136,37.463848431,광명시청,1688-3399,2021-11-16
26,경기도,광명시,하안동,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-F-0002,11,126.868674046,37.463974047,광명시청,1688-3399,2021-11-16
26,경기도,광명시,하안동,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-F-0003,101,126.867793982,37.464101091,광명시청,1688-3399,2021-11-16
26,경기도,광명시,하안동,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-F-0004,26,126.866937651,37.464131827,광명시청,1688-3399,2021-11-16
26,경기도,광명시,하안동,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-F-0005,18,126.866356445,37.464058454,광명시청,1688-3399,2021-11-16
26,경기도,광명시,하안동,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-F-0006,126,126.865472321,37.463935605,광명시청,1688-3399,2021-11-16
10,경기도,광명시,하안동,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-F-0001,11,126.868936038,37.465681717,광명시청,1688-3399,2021-11-16
10,경기도,광명시,하안동,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-F-0002,39,126.8687413,37.465356401,광명시청,1688-3399,2021-11-16
10,경기도,광명시,하안동,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-F-0004,32,126.86829273,37.465198907,광명시청,1688-3399,2021-11-16
10,경기도,광명시,하안동,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-F-0006,84,126.867513733,37.465258299,광명시청,1688-3399,2021-11-16
10,경기도,광명시,하안동,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-F-0008,191,126.866063387,37.465850951,광명시청,1688-3399,2021-11-16
10,경기도,광명시,하안동,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-F-0003,23,126.868776155,37.465126728,광명시청,1688-3399,2021-11-16
10,경기도,광명시,하안동,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-F-0005,31,126.868292172,37.46513157,광명시청,1688-3399,2021-11-16
10,경기도,광명시,하안동,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-F-0007,88,126.867506921,37.465191064,광명시청,1688-3399,2021-11-16
10,경기도,광명시,하안동,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-F-0009,200,126.865987519,37.465808477,광명시청,1688-3399,2021-11-16
45,경기도,광명시,철산동,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-F-0008,18,126.865097916,37.466707695,광명시청,1688-3399,2021-11-16
45,경기도,광명시,철산동,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-F-0007,55,126.864925372,37.467147629,광명시청,1688-3399,2021-11-16
45,경기도,광명시,철산동,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-F-0006,25,126.864910967,37.467637868,광명시청,1688-3399,2021-11-16
45,경기도,광명시,철산동,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-F-0003,52,126.86528167,37.468228975,광명시청,1688-3399,2021-11-16
45,경기도,광명시,철산동,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-F-0001,36,126.865988798,37.46877771,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0019,87,126.866373871,37.469380102,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0018,22,126.866745065,37.46995637,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0017,95,126.867227466,37.470339778,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0016,4,126.867134732,37.470909191,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0015,6,126.867070868,37.471037978,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0014,22,126.867214566,37.471206226,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0013,38,126.867644281,37.471325024,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0010,114,126.868238121,37.470727818,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0009,51,126.86845798,37.469573683,광명시청,1688-3399,2021-11-16
45,경기도,광명시,철산동,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-F-0009,50,126.864899211,37.466809788,광명시청,1688-3399,2021-11-16
45,경기도,광명시,철산동,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-F-0005,68,126.864690253,37.468328871,광명시청,1688-3399,2021-11-16
45,경기도,광명시,철산동,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-F-0004,30,126.865230168,37.468348015,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0021,31,126.866207759,37.469448529,광명시청,1688-3399,2021-11-16
45,경기도,광명시,철산동,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-F-0002,63,126.865775312,37.468764704,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0020,35,126.866176775,37.469191557,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0022,13,126.866387275,37.469729973,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0023,26,126.866508958,37.469968863,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0024,11,126.86674301,37.470076179,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0025,69,126.867080637,37.4704336,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0012,66,126.867394216,37.471409004,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0011,121,126.86852325,37.470815908,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0003,76,126.869282514,37.470313737,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0002,11,126.870139023,37.470431393,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0001,61,126.870631381,37.470485272,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0004,79,126.870598224,37.470344333,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0005,102,126.869413658,37.4701545,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0006,6,126.868774965,37.469845339,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0007,45,126.868770725,37.469506582,광명시청,1688-3399,2021-11-16
23,경기도,광명시,하안동,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-F-0008,16,126.868452845,37.469151854,광명시청,1688-3399,2021-11-16
4,경기도,광명시,철산동,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-F-0005,60,126.867739693,37.472043582,광명시청,1688-3399,2021-11-16
4,경기도,광명시,철산동,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-F-0004,21,126.867486442,37.472713971,광명시청,1688-3399,2021-11-16
4,경기도,광명시,철산동,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-F-0003,48,126.867355554,37.473058735,광명시청,1688-3399,2021-11-16
4,경기도,광명시,철산동,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-F-0002,57,126.866825175,37.473347066,광명시청,1688-3399,2021-11-16
4,경기도,광명시,철산동,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-F-0001,26,126.867057683,37.473823861,광명시청,1688-3399,2021-11-16
4,경기도,광명시,철산동,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-F-0008,25,126.867351375,37.473933451,광명시청,1688-3399,2021-11-16
4,경기도,광명시,철산동,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-F-0007,74,126.867749745,37.472891113,광명시청,1688-3399,2021-11-16
4,경기도,광명시,철산동,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-F-0006,49,126.86808557,37.471998492,광명시청,1688-3399,2021-11-16
47,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-F-0002,61,126.86633402,37.471012885,광명시청,1688-3399,2021-11-16
47,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-F-0001,72,126.866227498,37.471136697,광명시청,1688-3399,2021-11-16
47,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-F-0003,18,126.865686711,37.471367728,광명시청,1688-3399,2021-11-16
47,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-F-0004,9,126.865573061,37.471323318,광명시청,1688-3399,2021-11-16
47,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-F-0006,14,126.865555651,37.471577517,광명시청,1688-3399,2021-11-16
