,안전시설명,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
1567,(여주시)CU(구 원타임점),경기도 여주시 세종로79번길 8,경기도 여주시 홍문동 273번지,37.2903294332,127.6359934342,S
1568,(여주시)CU편의점(중앙점),경기도 여주시 여흥로109번길 1,경기도 여주시 홍문동 54번지,37.2958916143,127.6355070017,S
1569,(여주시)문장교회,경기도 여주시 흥천면 이여로 915-53,경기도 여주시 흥천면 문장리 373-7번지,37.3603639972,127.5128508872,S
1571,이마트24(군남점),경기도 연천군 군남면 군남로 420,경기도 연천군 군남면 삼거리 418-6번지,38.0850279739,127.0197050541,S
1572,K-마트,경기도 연천군 신서면 연신로 1121,경기도 연천군 신서면 도신리 248-8번지,38.1822350962,127.1060620871,S
1573,GS25(연천점),경기도 연천군 연천읍 차옥로 78,경기도 연천군 연천읍 옥산리 458-3번지,38.1011747108,127.0798202625,S
1574,연천우체국,경기도 연천군 연천읍 연천로 280,경기도 연천군 연천읍 차탄리 34-7번지 연천우체국,38.1018613247,127.0752655008,S
1575,현대드라이 크리닝(현대빨래방),경기도 연천군 연천읍 연천로260번길 8,경기도 연천군 연천읍 차탄리 60-14번지,38.100004503,127.0752078175,S
1576,CU(연천로하스점),경기도 연천군 연천읍 연천로 324,경기도 연천군 연천읍 현가리 85-4번지 연천cu편의점,38.1056939412,127.0758820584,S
1577,율헤어미용실,경기도 연천군 전곡읍 전은길 33,경기도 연천군 전곡읍 전곡리 426-16번지,38.0331358587,127.0718567625,S
1578,롯데리아(전곡점),경기도 연천군 전곡읍 온골로 49,경기도 연천군 전곡읍 전곡리 474-2번지,38.0252704992,127.0676982614,S
1579,태양온누리약국,경기도 연천군 전곡읍 온골로 53,경기도 연천군 전곡읍 전곡리 476번지,38.0256941754,127.0677185594,S
1580,세븐일레븐(전곡석미점),경기도 연천군 전곡읍 선사로 417,경기도 연천군 전곡읍 전곡리 685번지,38.0262810803,127.0729448916,S
1581,이마트24(연천종점마을점),경기도 연천군 청산면 청창로 717,경기도 연천군 청산면 백의리 823번지,38.023445665,127.135613822,S
1582,GS25(연천초성점),경기도 연천군 청산면 학담로89번길 9,경기도 연천군 청산면 초성리 214-18번지 GS25연천초성,37.9969926617,127.0713608214,S
1583,비호경희대태권도,경기도 오산시 가수로 72,경기도 오산시 가수동 27번지,37.1477095494,127.0458083326,S
1584,GS25 세교가수점,경기도 오산시 가수안길 24,경기도 오산시 가수동 433-3번지,37.1442889047,127.0517854298,S
1585,파리바게트 오산갈곶점,경기도 오산시 오산로 71,경기도 오산시 갈곶동 126-4번지 파리바게트 오산갈곶점,37.1332289141,127.0688961342,S
1586,MTA독수리 태권도,경기도 오산시 오산로62번길 6-4,경기도 오산시 갈곶동 152-11번지 MTA 독수리 태권도,37.1318242486,127.069320662,S
1587,대원문구,경기도 오산시 경기대로 53,경기도 오산시 갈곶동 259번지 대원문구,37.1297489169,127.0712350331,S
1588,CU 오산고현점,경기도 오산시 남부대로 450,경기도 오산시 고현동 50-5번지 CU 오산고현점,37.1332549069,127.0837347828,S
1589,GS25 오산타운점,경기도 오산시 대호로 135,경기도 오산시 궐동 611-6번지 GS25 오산타운점,37.1622259212,127.0538870615,S
1590,CU궐동대호점,경기도 오산시 궐리사로 47,경기도 오산시 궐동 626-1번지 CU 궐동 대호점,37.1599154826,127.0579438818,S
1591,푸른약국,경기도 오산시 궐리사로 57,경기도 오산시 궐동 626-6번지 푸른약국,37.1595309899,127.0587795427,S
1592,GS25 오산하나점,경기도 오산시 궐동로 85,경기도 오산시 궐동 645-1번지 GS25 오산하나점,37.1569976476,127.0635468648,S
1593,GS25 오산 궐동점,경기도 오산시 궐동로 57,경기도 오산시 궐동 647-1번지,37.1571302993,127.0604152372,S
1594,CU 궐동행복점,경기도 오산시 법원로 52,경기도 오산시 궐동 657-1번지 CU 궐동행복점,37.1576537029,127.0581485084,S
1595,CU 궐동성운점,경기도 오산시 궐동로7번길 19,경기도 오산시 궐동 677-2번지 CU 궐동성운점,37.1597509069,127.0549152301,S
1596,CU 오산세교센타점,경기도 오산시 수청로 201,경기도 오산시 금암동 516-1번지 센타프라자 CU 오산세교센타점,37.1764055214,127.0445213735,S
1597,GS25 오산대역점,경기도 오산시 수청로 30-13,경기도 오산시 내삼미동 861-16번지 GS25 오산대역점,37.1732891476,127.0594880701,S
1598,CU 오산내삼미동점,경기도 오산시 수청로 48,경기도 오산시 내삼미동 861-1번지 한창빌 1층 CU 오산내삼미동점,37.1743562644,127.0579949398,S
1599,이마트24 오산세교자이점,경기도 오산시 삼미로 34,경기도 오산시 내삼미동 895번지 이마트24 오산세교자이점,37.1735387637,127.0636094423,S
1600,세븐일레븐(오산수청점),경기도 오산시 내삼미로 34,경기도 오산시 수청동 44-2번지 1층,37.1655328875,127.0681608174,S
1601,시립매홀어린이집,경기도 오산시 수청로 22,경기도 오산시 수청동 557번지 시립매홀어린이집,37.1720337432,127.0588307634,S
1602,차상명행정사사무소,경기도 오산시 수청로 31,경기도 오산시 수청동 569번지 차상명행정사사무소,37.1732441483,127.057088994,S
1603,수청근린공원관리사무소,,경기도 오산시 수청동 87-16 수청근린공원 하천공원과,37.1627661855,127.0692936839,S
1604,GS25 한신대점,경기도 오산시 한신대길 121,경기도 오산시 양산동 382-4번지 GS25 한신대점,37.1959188861,127.0233670912,S
1605,CU 한신대점,경기도 오산시 한신대길 136,경기도 오산시 양산동 419번지 CU 한신대점,37.1946282774,127.0229695689,S
1606,국가대표 T-1 태권도장,경기도 오산시 운천로 113,경기도 오산시 오산동 269-4번지 국가대표 T-1 태권도장,37.1527541322,127.0740444123,S
1607,오산우체국(총괄),경기도 오산시 성호대로 85,경기도 오산시 오산동 870번지 오산우체국 우편물류과,37.1492807095,127.0707193939,S
1608,GS25 오산운천점,경기도 오산시 운천로165번길 60-1,경기도 오산시 오산동 911-25번지 GS25 오산운천점,37.1565555059,127.0758362728,S
1609,대원마트,경기도 오산시 부원로 67-4,경기도 오산시 원동 30-20번지 대원마트,37.1428028479,127.0868690448,S
1610,삼성스토어 오산,경기도 오산시 원동로 34,경기도 오산시 원동 333-15번지,37.1422828902,127.0724254082,S
1611,CU 오산효림점,경기도 오산시 경기대로 229,경기도 오산시 원동 765-19번지 CU 오산효림점,37.1452786898,127.0732868523,S
1612,원동초등학교 스포츠센터,경기도 오산시 오산로 92,경기도 오산시 원동 805번지 원동초등학교 스포츠센터,37.1353931264,127.0691202922,S
1613,오산원동우체국,경기도 오산시 경기대로 95,경기도 오산시 원동 807-5번지 오산원동우체국,37.1333402621,127.0722618182,S
1614,GS25 오산시티점,경기도 오산시 성호대로 130,경기도 오산시 원동 811-8번지 중앙월드빌 119호 GS25 오산시티점,37.1484696706,127.0757913493,S
1615,운암주공5단지 관리사무소,경기도 오산시 대원로 70,경기도 오산시 원동 815-1번지 운암주공아파트5단지 관리사무소,37.1454943389,127.0756052799,S
1616,하슬린어린이집,경기도 용인시 기흥구 공세로82번길 31,경기도 용인시 기흥구 공세동 178-1번지 하슬린어린이집,37.2325849768,127.1113952001,S
1617,강남대 우체국,경기도 용인시 기흥구 강남로 40,경기도 용인시 기흥구 구갈동 111번지 강남대우체국,37.2764688365,127.1323307858,S
1618,세븐일레븐 용인구갈한성점,경기도 용인시 기흥구 구갈로28번길 21-2,경기도 용인시 기흥구 구갈동 383-2번지 세븐일레븐 용인구갈한성점,37.2776720163,127.1138707517,S
1619,GS25 신갈행복점,경기도 용인시 기흥구 신구로12번길 11-1,경기도 용인시 기흥구 구갈동 412-8번지 GS25 신갈행복점,37.2736589509,127.1105525285,S
1620,이마트24 용인강남마을점,경기도 용인시 기흥구 강남서로58번길 1,경기도 용인시 기흥구 구갈동 566-3번지 이마트24 용인강남마을점,37.2761883232,127.129094835,S
1622,주영미용실,,경기도 용인시 기흥구 동백동 581,37.2840750615,127.1620531321,S
1623,아리따움,경기도 용인시 기흥구 동백7로 73,경기도 용인시 기흥구 동백동 598-8,37.2820308224,127.1595805132,S
1624,모아미래도 경비실     2400단지,,경기도 용인시 기흥구 동백동 599,37.2833145437,127.1608833175,S
1625,OK공인중개사,경기도 용인시 기흥구 동백평촌로 74,경기도 용인시 기흥구 동백동 653번지 호수마을상록롯데캐슬아파트 상가 101호 OK공인중개사,37.2795778654,127.1560608086,S
1626,교동 경희대석사 태권도,경기도 용인시 기흥구 마북로154번길 12,경기도 용인시 기흥구 마북동 194-1번지 3층,37.3031705929,127.1245052321,S
1627,한사랑약국,경기도 용인시 기흥구 구성로39번길 3,경기도 용인시 기흥구 마북동 331-1(구성로 9번길 3),37.2950944527,127.1134093909,S
1628,신명약국,경기도 용인시 기흥구 사은로126번길 6,경기도 용인시 기흥구 보라동 139,37.2552774837,127.1182476807,S
1629,삼성공인중개사사무소,경기도 용인시 기흥구 사은로126번길 25,경기도 용인시 기흥구 보라동 555번지 상가 206호 삼성공인중개사사무소,37.2540476668,127.1198326015,S
1630,와와문구,경기도 용인시 기흥구 사은로126번길 52,경기도 용인시 기흥구 보라동 560,37.2518060398,127.1207234086,S
1631,명인만두,경기도 용인시 기흥구 한보라1로 42-2,경기도 용인시 기흥구 보라동 607-1,37.2515611729,127.1091778425,S
1632,페미리마트(보라점),경기도 용인시 기흥구 한보라1로64번길 2,경기도 용인시 기흥구 보라동 612-4,37.2502476746,127.1072226084,S
1633,GS25보정타운점,경기도 용인시 기흥구 신촌로 51,경기도 용인시 기흥구 보정동 1327-15번지,37.3073622838,127.1106270299,S
1634,용인대학교 스타태권도장,경기도 용인시 기흥구 이현로 93,경기도 용인시 기흥구 보정동 429번지 용인대학교 105호 스타태권도장,37.3110968271,127.0927096866,S
1635,삼성스토어 용인구성,경기도 용인시 기흥구 용구대로 2458,경기도 용인시 기흥구 보정동 692-2번지 삼성스토어 용인구성,37.3050319769,127.1064751967,S
1636,(주) hy 신갈점,경기도 용인시 기흥구 상갈로23번길 18,경기도 용인시 기흥구 상갈동 100-20번지,37.2688121364,127.1059193747,S
1638,GS25 기흥금화점,경기도 용인시 기흥구 금화로58번길 8,경기도 용인시 기흥구 상갈동 463-1번지 GS25 기흥금화점(1층),37.2633445884,127.1098274696,S
1639,파리바게트,경기도 용인시 기흥구 금화로 99,경기도 용인시 기흥구 상갈동 466,37.2661845266,127.1072639122,S
1640,미니스톱 상갈,경기도 용인시 기흥구 금화로 97,경기도 용인시 기흥구 상갈동 466-1,37.2661759242,127.1073880186,S
1641,큰빛약국,경기도 용인시 기흥구 금화로11번길 42,경기도 용인시 기흥구 상갈동 481-1,37.2633041773,127.1085081622,S
1643,햇살약국,경기도 용인시 기흥구 중부대로788번길 3,경기도 용인시 기흥구 상하동 163-9,37.2579764086,127.1425475472,S
1644,풍림슈퍼,경기도 용인시 기흥구 어정로 80,경기도 용인시 기흥구 상하동 447,37.2726439498,127.1401659533,S
1645,페밀리마트 상하점,경기도 용인시 기흥구 어정로 100,경기도 용인시 기흥구 상하동 461,37.2743947232,127.1408456748,S
1646,GS25시 용인어정역점,경기도 용인시 기흥구 어정로 129,경기도 용인시 기흥구 상하동 483-1,37.2758826675,127.1440420697,S
1647,한라세탁소,,경기도 용인시 기흥구 상하동 630번지 한라세탁소(강남 한라비발디 아파트 상가 1층),37.2753776214,127.1380097942,S
1648,페밀리마트,경기도 용인시 기흥구 강남동로100번길 1,경기도 용인시 기흥구 상하동 631-3,37.2730208996,127.1366788328,S
1649,(주) hy 동백점,경기도 용인시 기흥구 강남동로114번길 18-14,경기도 용인시 기흥구 상하동 632-9번지,37.2736353277,127.1371608971,S
1650,상하우리약국,경기도 용인시 기흥구 강남동로100번길 5-1,경기도 용인시 기흥구 상하동 635-1번지 상하우리약국,37.2727700344,127.1371763291,S
1651,신일마트,경기도 용인시 기흥구 어정로 62-7,경기도 용인시 기흥구 상하동 656,37.2723338737,127.1389831056,S
1652,힐스테이트서천역공인중개사사무소,경기도 용인시 기흥구 서천동로 22,경기도 용인시 기흥구 서천동 801번지 상가동 102호 힐스테이트서천역공인중개사사무소,37.2375512105,127.074537321,S
1653,CU 기흥보성점,경기도 용인시 기흥구 신구로12번길 2,경기도 용인시 기흥구 신갈동 64번지 보성빌딩 1층 CU 기흥보성점,37.2729802784,127.10975519,S
1654,GS25 신갈대로점,경기도 용인시 기흥구 중부대로 364,경기도 용인시 기흥구 신갈동 69-7번지 GS25 신갈대로점,37.2712510721,127.1074744579,S
1655,이마트24 신갈오거리점,경기도 용인시 기흥구 신갈로 52,경기도 용인시 기흥구 신갈동 70-9번지 1층 108호 이마트24 신갈오거리점,37.2712730176,127.1059403862,S
1656,GS25 용인언동점,,경기도 용인시 기흥구 언남동 130-17번지 뉴현대맨션,37.2937018652,127.12891861,S
1657,GS25시 흥덕주공점,,경기도 용인시 기흥구 영덕동 1021,37.2714855822,127.0736358579,S
1658,두진공인중개사,경기도 용인시 기흥구 덕영대로2077번길 8,경기도 용인시 기흥구 영덕동 13,37.2684290289,127.0965487918,S
1659,세종공인중개사,경기도 용인시 기흥구 중부대로55번길 10-1,경기도 용인시 기흥구 영덕동 934-7번지 세종공인중개사,37.2678969479,127.0758441384,S
1660,애프트스쿨,,경기도 용인시 기흥구 영덕동 946,37.2659361739,127.0924567897,S
1661,청곡책문구,,경기도 용인시 기흥구 영덕동 946,37.2659361739,127.0924567897,S
1662,세븐일레븐 기흥대명점,경기도 용인시 기흥구 덕영대로2077번길 57,경기도 용인시 기흥구 영덕동 946번지 세븐일레븐 기흥대명점,37.2664161162,127.0930970705,S
1663,색연필 흥덕점,경기도 용인시 기흥구 흥덕1로79번길 2,경기도 용인시 기흥구 영덕동 986-1,37.274993293,127.071495503,S
1664,김밥천국,경기도 용인시 기흥구 흥덕2로65번길 14,경기도 용인시 기흥구 영덕동 992-10,37.2734644203,127.0724629188,S
1665,한가득과일 흥덕점,경기도 용인시 기흥구 흥덕2로65번길 24,경기도 용인시 기흥구 영덕동 997-10번지 한가득과일 흥덕점,37.2734607906,127.0714590714,S
1666,그림문구나라,경기도 용인시 기흥구 흥덕2로65번길 15-8,경기도 용인시 기흥구 영덕동 998-5,37.2726259775,127.0724225429,S
1667,CU 동백초당마을점,경기도 용인시 기흥구 동백중앙로 43,경기도 용인시 기흥구 중동 1041번지 CU동백초당마을점(102-103호),37.2604513485,127.1627225832,S
1668,대성약국,경기도 용인시 기흥구 언동로217번길 1,경기도 용인시 기흥구 중동 627-5,37.2766761223,127.144117293,S
1669,어정문구,경기도 용인시 기흥구 어정로 151,경기도 용인시 기흥구 중동 676-4,37.2759705202,127.1462863394,S
1670,동백우체국,경기도 용인시 기흥구 동백6로 39,경기도 용인시 기흥구 중동 872-3,37.2773681951,127.1556309415,S
1671,세븐일레븐 동백동일하이빌점,경기도 용인시 기흥구 동백중앙로 310,경기도 용인시 기흥구 중동 874번지 세븐일레븐 동백동일하이빌점,37.2791643752,127.1564575005,S
1672,요마트,경기도 용인시 기흥구 동백5로 79,경기도 용인시 기흥구 중동 878번지 백현마을롯데캐슬 요마트(202호),37.2761567581,127.1575089148,S
1673,대원칸타빌 경비실,,경기도 용인시 기흥구 중동 958-1,37.2706691972,127.1563721304,S
1674,대원마트,,경기도 용인시 기흥구 중동 958-1 대원상가101호,37.2706691972,127.1563721304,S
1675,CU 기흥써니벨리점,경기도 용인시 기흥구 사은로 274-20,경기도 용인시 기흥구 지곡동 704번지 자봉마을써니밸리아파트 104호,37.252428349,127.135176505,S
1676,워너비문구점,,경기도 용인시 기흥구 청덕동 506번지 휴먼시아물푸레마을2단지아파트,37.2955223886,127.1495232204,S
1677,동천 히어로즈태권도,경기도 용인시 수지구 고기로 74,경기도 용인시 수지구 동천동 148번지 2층 동천 히어로즈 태권도,37.3447799253,127.094831007,S
1678,경희대석사 무경태권도,경기도 용인시 수지구 동천로 34,경기도 용인시 수지구 동천동 200번지 농협건물 2층,37.3408922649,127.0993338258,S
1679,CU 수지대진점,경기도 용인시 수지구 수지로 82,경기도 용인시 수지구 상현동 106-6(수지로 64),37.310149444,127.0770287876,S
1680,세븐일레븐 용인상현심곡점,,경기도 용인시 수지구 상현동 1099번지 심곡마을광교힐스테이트,37.3092298355,127.0744610144,S
1681,고려대리더스 태권도,경기도 용인시 수지구 이현로 115,경기도 용인시 수지구 상현동 17-1번지 상현프라자 210호,37.3122722159,127.0911347003,S
1682,상현 블랙벨트 태권도,경기도 용인시 수지구 만현로67번길 11,경기도 용인시 수지구 상현동 54-5번지 신화 202호,37.3093411248,127.0880811127,S
1683,현대부동산(수지상현점),,경기도 용인시 수지구 상현동 853번지 광교상현마을현대아파트,37.3015066131,127.0724283501,S
1684,굿모닝 공인중개사,경기도 용인시 수지구 상현로 144,경기도 용인시 수지구 상현동 857번지,37.3098433123,127.084760626,S
1685,세븐일레븐 수지성원점,,경기도 용인시 수지구 상현동 864번지 만현마을성원상떼빌아파트,37.3092530466,127.0912751822,S
1686,LG자이마트,경기도 용인시 수지구 만현로133번길 35,경기도 용인시 수지구 상현동 869(만현로133번길 33 1층상가),37.3036471944,127.0889020465,S
1687,이디아커피 수지성복점,경기도 용인시 수지구 성복2로 226,경기도 용인시 수지구 성복동 381-2번지,37.3201116414,127.0626618321,S
1688,GS25 수지성복점,경기도 용인시 수지구 성복2로 230,경기도 용인시 수지구 성복동 409-1번지,37.3199386704,127.0622000939,S
1689,파리바게뜨 성복힐스테이트점,경기도 용인시 수지구 성복2로 230,경기도 용인시 수지구 성복동 409-1번지,37.3199386704,127.0622000939,S
1690,삼성스토어 수지점,경기도 용인시 수지구 수지로 106,경기도 용인시 수지구 성복동 42-3번지 삼성스토어 수지점,37.3115412214,127.078047935,S
1691,GS25 수지삼영점,경기도 용인시 수지구 성복2로76번길 26-2,경기도 용인시 수지구 성복동 748번지 신봉샤르망3 748,37.3148931335,127.0802298934,S
1692,자이세탁,경기도 용인시 수지구 신봉2로14번길 2,경기도 용인시 수지구 신봉동 43 백산상가 다동 101호(신봉2로 14번길 8),37.324016303,127.0780120533,S
1693,열린문구,경기도 용인시 수지구 신봉1로48번길 11,경기도 용인시 수지구 신봉동 50-2(신봉1로 48번길),37.3231035333,127.0798794848,S
1694,CU 죽전동성점,경기도 용인시 수지구 용구대로 2712,경기도 용인시 수지구 죽전동 1003-180번지,37.3281528803,127.1092781316,S
1695,CU 죽전현암점,경기도 용인시 수지구 대지로 129,경기도 용인시 수지구 죽전동 1219-2번지,37.3300461947,127.1232991692,S
1696,프로방스 공인중개사,,경기도 용인시 수지구 죽전동 1300번지 꽃메마을금강아파트,37.3225833843,127.1151083668,S
1697,GS25 죽전동성점,,경기도 용인시 수지구 죽전동 501번지 동성1차아파트,37.3305831126,127.110947453,S
1698,용인대 필승 태권도,경기도 용인시 수지구 포은대로313번길 7-18,경기도 용인시 수지구 풍덕천동 1220번지 신정빌딩 4층,37.3143564889,127.0839683868,S
1699,피렌체베이커리 고림동점,경기도 용인시 처인구 한터로152번길 2,경기도 용인시 처인구 고림동 264-3번지 피렌체베이커리 고림동점(108호),37.2484932671,127.2270475712,S
1700,부영미니슈퍼,경기도 용인시 처인구 금학로383번길 12-1,경기도 용인시 처인구 김량장동 191-20번지 부영미니슈퍼,37.2387714159,127.2062364642,S
1701,우리들온누리약국,경기도 용인시 처인구 남사읍 한숲로 84,경기도 용인시 처인구 남사읍 완장리 954번지 우리들온누리약국(129호),37.1541810924,127.174411854,S
1702,(주) hy 용인점,경기도 용인시 처인구 경안천로36번길 16,경기도 용인시 처인구 마평동 663-5번지,37.2361084776,127.2120303045,S
1703,준카오디오,경기도 용인시 처인구 금학로 465,경기도 용인시 처인구 마평동 682-1번지 준카오디오,37.2364036627,127.2148138444,S
1704,다모아문구,경기도 용인시 처인구 모현읍 백옥대로 2366,경기도 용인시 처인구 모현읍 왕산리 428번지 다모아문구,37.3348152706,127.2493805445,S
1705,드림디포 용인백암점,경기도 용인시 처인구 백암면 백원로 515,경기도 용인시 처인구 백암면 근창리 101-12번지 드림디포 용인백암점,37.1640934964,127.3695268345,S
1706,시골가게,경기도 용인시 처인구 백암면 한택로 448,경기도 용인시 처인구 백암면 장평리 660-1번지 시골가게(마트),37.1182555375,127.3773049302,S
1708,영아트,경기도 용인시 처인구 양지읍 양지로143번길 12,경기도 용인시 처인구 양지읍 양지리 598-10번지 영아트,37.2357938143,127.2845111206,S
1709,무법정사,경기도 용인시 처인구 양지읍 중부대로2517번길 90-1,경기도 용인시 처인구 양지읍 제일리 502-2번지 무법정사,37.2437248423,127.3100603501,S
1710,쿠쿠 용인처인서비스센터,경기도 용인시 처인구 중부대로 1271,경기도 용인시 처인구 역북동 416-3번지 1층 101호 쿠쿠 처인점,37.2370530733,127.1864459352,S
1711,파리바게트 용인역북점,경기도 용인시 처인구 명지로40번길 16,경기도 용인시 처인구 역북동 749번지 1층 파리바게트,37.2328269983,127.1870158335,S
1713,금호마트,경기도 용인시 처인구 동부로165번길 2,경기도 용인시 처인구 운학동 684-10,37.2224831985,127.2250785768,S
1714,좌전약국,경기도 용인시 처인구 원삼면 원양로 628,경기도 용인시 처인구 원삼면 좌항리 106-21번지 좌전약국,37.2031882008,127.3214309952,S
1715,스윗베리,경기도 용인시 처인구 백옥대로1402번길 23,경기도 용인시 처인구 유방동 286-1번지 유방타운 105호 스윗베리,37.2602118634,127.2157165247,S
1716,써니문구,,경기도 용인시 처인구 유방동 315-1번지 수정빌딩,37.2590020183,127.2148978282,S
1717,CU 용인풍성신미주점,,경기도 용인시 처인구 이동읍 천리 1119번지 샘골마을풍성신미주아파트1단지 CU 용인풍성신미주점,37.1928934584,127.2040819329,S
1718,에벤에셀음악교습소,경기도 용인시 처인구 이동읍 백옥대로 631,경기도 용인시 처인구 이동읍 천리 236-10번지 에벤에셀음악교습소(1층),37.1931796164,127.2067850175,S
1719,용천상회,경기도 용인시 처인구 이동읍 백옥대로624번길 2-9,경기도 용인시 처인구 이동읍 천리 238-7번지 용천상회,37.1923983189,127.2079711147,S
1720,GS25 포곡으뜸점,경기도 용인시 처인구 포곡읍 전대로 30,경기도 용인시 처인구 포곡읍 전대리 137-3번지 GS25 포곡으뜸점,37.2820035372,127.2215569675,S
1721,카페리움,경기도 의왕시 행복마을3로 18,경기도 의왕시 고천동 544번지 오봉산마을아파트 상가동 103호,37.3421140898,126.9760442373,S
1722,블랙벨트 용인대태권도장,경기도 의왕시 포일로 43,경기도 의왕시 내손동 414-3번지 2층,37.3900644112,126.9774165184,S
1723,모닝아트 내손점,경기도 의왕시 갈미2로 36,경기도 의왕시 내손동 751-2번지,37.3793230689,126.9720128837,S
1724,태권도에 반하다 용인대태권도장,경기도 의왕시 계원대학로 20,경기도 의왕시 내손동 755번지 우성메이컬센터 5층,37.3792042813,126.9736741094,S
1725,석사 경희대 훌륭한 태권도,경기도 의왕시 갈미2로 16,경기도 의왕시 내손동 762-2번지 그린프라자 402호,37.3788101504,126.9742303252,S
1726,신반도마트,경기도 의왕시 갈미로 34,경기도 의왕시 내손동 774번지 반도보라2차 상가 104호,37.3760010279,126.9729171586,S
1727,GS25 의왕내손점,경기도 의왕시 오리나무로 13,경기도 의왕시 내손동 812-2번지,37.3748916493,126.9687346463,S
1728,자이문구,경기도 의왕시 내손로 11,경기도 의왕시 내손동 844번지 인덕원센트럴자이1단지 상가동,37.3841543328,126.9740122776,S
1729,부곡 경희대 석사 태권도장,,경기도 의왕시 삼동 125번지 한아름아파트 2층,37.3178392305,126.9559318533,S
1730,용인대 부곡태권도,경기도 의왕시 부곡시장길 29,경기도 의왕시 삼동 166-54번지 3층,37.3190468434,126.9519729887,S
1731,의왕부곡우체국,경기도 의왕시 부곡중앙남2길 11,경기도 의왕시 삼동 192-282번지 부곡우체국,37.3197351814,126.950737787,S
1732,한국체대 석사 대호태권도,경기도 의왕시 능애고개길 35,경기도 의왕시 삼동 462-45번지 월드아파트 상가 2층,37.3224221322,126.954815295,S
1733,현대마트,,경기도 의왕시 삼동 540-10,37.3206829373,126.9553669267,S
1734,한양대21세기태권도장,경기도 의왕시 장안남북로4길 6,경기도 의왕시 삼동 600-1번지 1층,37.3200499239,126.9583989088,S
1735,경희대석사한진태권도,경기도 의왕시 모락로 89-19,경기도 의왕시 오전동 27-1번지 3층,37.3650265942,126.9658454252,S
1736,용인대 효예 태권도,경기도 의왕시 오전천로 52,경기도 의왕시 오전동 388-1번지,37.3495356266,126.9788040611,S
1737,GS25 의왕목련점,경기도 의왕시 오전로 159,경기도 의왕시 오전동 842번지 목련아파트 상가 102호,37.355547847,126.9706889668,S
1738,의왕마트,경기도 의왕시 오전동길 23,경기도 의왕시 오전동 846-10번지 의왕마트,37.3535444952,126.9721934912,S
1739,오전태권도,경기도 의왕시 오전로 156,경기도 의왕시 오전동 849번지 동백아파트 상가 3층 오전태권도,37.3556141729,126.9714111669,S
1740,고천태권도장,경기도 의왕시 경수대로 262,경기도 의왕시 오전동 892번지 의왕서해그랑블 101동 246호,37.3506825778,126.9731958374,S
1741,정훈태권도,경기도 의왕시 왕곡로 47,경기도 의왕시 왕곡동 592번지 2층,37.3463596146,126.9801356864,S
1742,모닝글로리 고천점,경기도 의왕시 사천1길 6,경기도 의왕시 왕곡동 596-3번지 1층,37.3464315692,126.9760142377,S
1743,충무슈퍼,경기도 의왕시 왕곡로 48,경기도 의왕시 왕곡동 603번지,37.3459159663,126.9796871369,S
1745,청계할인마트,경기도 의왕시 청계1로 30,경기도 의왕시 청계동 972번지 휴먼시아청계마을3단지 상가,37.3920853884,126.9986749846,S
1746,두레문구,경기도 의왕시 청계1로 29,경기도 의왕시 청계동 976번지 휴먼시아청계마을2단지 상가 102호,37.3918227996,126.998394306,S
1747,용인대신성태권도,경기도 의왕시 안양판교로 213,경기도 의왕시 청계동 991-1번지 대맥프라자 5층,37.3897530597,126.9949625775,S
1748,태비월드컵태권도,경기도 의왕시 안양판교로 211,경기도 의왕시 청계동 991번지 5층,37.3898148027,126.9946458531,S
1749,토이빌리지,경기도 의왕시 안양판교로 247-1,경기도 의왕시 청계동 996-3번지,37.3889671046,126.9987861229,S
1750,숲속할인마트,경기도 의왕시 포일세거리로 75,경기도 의왕시 포일동 646번지 포일세거리로 75 포일숲속마을 4단지 상가,37.4016090858,126.985200153,S
1751,크린토피아 백운밸리점,경기도 의왕시 백운중앙로 46,경기도 의왕시 학의동 1150번지 크린토피아 108호,37.369757444,127.0048883619,S
1752,CU(의정부 동심점),경기도 의정부시 신촌로39번길 25,경기도 의정부시 가능동 619-11번지,37.7515170994,127.0388168816,S
1753,충효태권도장,경기도 의정부시 신촌로29번길 24,경기도 의정부시 가능동 619번지 충효태권도장 (4층),37.7514417057,127.0379773335,S
1754,cu의정부가능로점,경기도 의정부시 신촌로75번길 7,경기도 의정부시 가능동 640-20번지,37.750784588,127.0428171449,S
1755,유진서점,경기도 의정부시 호국로1101번길 38,경기도 의정부시 가능동 696 1층,37.7445717843,127.0261587537,S
1756,경기태권도,경기도 의정부시 의정로140번길 4,경기도 의정부시 가능동 737-2번지 가능초등학교 앞,37.7453368263,127.0349392655,S
1757,cu흥선오거리점,경기도 의정부시 호국로1183번길 3,경기도 의정부시 가능동 738-33번지,37.7434997868,127.0353593729,S
1758,아카데미서점문구,경기도 의정부시 둔야로 58,경기도 의정부시 가능동 835,37.741011405,127.0397673679,S
1759,삼성스토어(금오점),경기도 의정부시 호국로 1588,경기도 의정부시 금오동 105-4번지,37.7546518853,127.0767700849,S
1760,영마트,경기도 의정부시 중금로 7,경기도 의정부시 금오동 213-10,37.7536128056,127.0661506136,S
1761,은혜정육점,,경기도 의정부시 낙양동 754번지 양지마을8단지,37.7530835904,127.1107664269,S
1762,21세기마트,,경기도 의정부시 녹양동 373번지 녹양대림아파트,37.7605537851,127.0288042367,S
