,안전시설명,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
1155,대야우체국,경기도 시흥시 호현로 58,경기도 시흥시 대야동 485번지 시흥대야동우체국,37.4453617229,126.7858632353,S
1156,CU 시흥연합점,경기도 시흥시 복지로53번길 15,경기도 시흥시 대야동 488번지 CU시흥연합점,37.4447157071,126.787847738,S
1157,HY은계점,경기도 시흥시 호현로34번안길 5,경기도 시흥시 대야동 496-7번지,37.443379535,126.7859951228,S
1158,세븐일레븐 시흥대야제일점,경기도 시흥시 복지로 90,경기도 시흥시 대야동 568-1번지,37.4470010817,126.7916698675,S
1159,세븐일레븐 시흥매화중앙점,,경기도 시흥시 매화동 312번지 하이드파크,37.4150932831,126.8084691754,S
1160,일신매화지역아동센터,경기도 시흥시 매화2로48번길 6-4,경기도 시흥시 매화동 355-6번지 일신매화지역아동센터,37.4166663255,126.809268364,S
1161,세븐일레븐 배곧대방점,,경기도 시흥시 배곧동 55번지 시흥배곧신도시대방노블랜드엘리트시티,37.3753283168,126.7371708586,S
1162,CU뉴목감산현점,경기도 시흥시 산현마을길 25-1,경기도 시흥시 산현동 508-4번지,37.3754772928,126.8447045499,S
1163,세븐일레븐 시흥도원초교점,경기도 시흥시 수인로3413번길 33,경기도 시흥시 신천동 817-1번지 1층,37.4394483655,126.7783682749,S
1164,초록세상 지역아동센터,경기도 시흥시 신천로79번길 21,경기도 시흥시 신천동 843-6번지,37.4373073718,126.7835094591,S
1165,백제당약국,경기도 시흥시 시흥대로 1075,경기도 시흥시 신천동 883-8번지 백제당약국,37.4319187536,126.7927388647,S
1166,풍림월드유치원,경기도 시흥시 월곶중앙로 90,경기도 시흥시 월곶동 1010-4번지 풍림월드유치원,37.3902457487,126.735754493,S
1167,GS25월곶풍림점,경기도 시흥시 월곶중앙로14번길 27,경기도 시흥시 월곶동 994번지,37.3890720433,126.7438660226,S
1168,CU시흥금바위점,경기도 시흥시 검바위1로3번길 21,경기도 시흥시 은행동 324-1번지 시흥시 검바위1로3번길 21 1층,37.4315430435,126.7932171236,S
1169,세븐일레븐 시흥은행2호점,경기도 시흥시 은행로149번길 12,경기도 시흥시 은행동 534-3번지 세븐일레븐시흥은행2점,37.4440921167,126.7981184411,S
1170,연성우체국,경기도 시흥시 장곡로54번길 42,경기도 시흥시 장곡동 793-2번지 연성동우체국,37.3821856678,126.7814588796,S
1171,꿈나래유치원,경기도 시흥시 장곡로70번길 7-3,경기도 시흥시 장곡동 801-2번지,37.3801529054,126.7806876095,S
1172,GS25장곡본점,경기도 시흥시 진말로 46-1,경기도 시흥시 장곡동 829번지 진말삼환한진아파트 101호,37.3814563165,126.7875427754,S
1173,HY연성점,경기도 시흥시 진살미길 31,경기도 시흥시 장곡동 867-8번지 1층,37.3820730512,126.7836964656,S
1174,세븐일레븐 네이처뷰점,,경기도 시흥시 장현동 656번지 네이처뷰,37.3832906064,126.7988550094,S
1175,푸른 지역아동센터,경기도 시흥시 정왕천로447번길 6,경기도 시흥시 정왕동 1165-6번지 푸른지역아동센터,37.347268475,126.7540854096,S
1176,GS25시 시화시티점,경기도 시흥시 정왕시장길 62,경기도 시흥시 정왕동 1189-11번지 GS25시화시티,37.3460667034,126.7493441685,S
1177,세븐일레븐 시흥정왕5호점,경기도 시흥시 정왕천로423번길 1,경기도 시흥시 정왕동 1195-1번지,37.3451771779,126.7526384026,S
1178,세븐일레븐 시흥정왕본점,경기도 시흥시 정왕천로411번길 11,경기도 시흥시 정왕동 1198-1번지,37.3447968576,126.7509373965,S
1179,정왕우체국,경기도 시흥시 군서마을로 32,경기도 시흥시 정왕동 1213번지 정왕동우체국,37.345005716,126.7483386368,S
1180,cu정왕본동점,경기도 시흥시 군서마을로 18-4,경기도 시흥시 정왕동 1214번지 CU정왕본동점,37.3444098636,126.749609039,S
1181,영광슈퍼,경기도 시흥시 큰솔로7번안길 4,경기도 시흥시 정왕동 1417-9번지,37.3393485619,126.7503028773,S
1182,세븐일레븐 시흥정왕그린점,경기도 시흥시 큰솔로8번안길 1,경기도 시흥시 정왕동 1427-8번지 102호,37.3378749654,126.7524624096,S
1183,예당마트,경기도 시흥시 큰솔로 68-2,경기도 시흥시 정왕동 1545번지 예당마트,37.3429262063,126.7544557621,S
1184,CU 시화매직점,경기도 시흥시 봉우재로 23-29,경기도 시흥시 정왕동 1609번지 CU시화매직점,37.3466348665,126.7409160415,S
1185,CU 시화서촌점,경기도 시흥시 중심상가로 143,경기도 시흥시 정왕동 1728-10번지,37.3470928786,126.7322743986,S
1186,GS25시 시화영남점,경기도 시흥시 중심상가로 228,경기도 시흥시 정왕동 1790번지 영남아파트 단지 상가 1층,37.3422258091,126.7393008664,S
1187,플러스문구,경기도 시흥시 중심상가로 104,경기도 시흥시 정왕동 1848-4번지,37.3490411068,126.728314167,S
1188,세븐일레븐 시화하나점,경기도 시흥시 옥구상가1길 17,경기도 시흥시 정왕동 1857-7번지 세븐일레븐시화하나점,37.3534612336,126.7219571484,S
1189,GS25시 시화세종점,경기도 시흥시 정왕대로 56,경기도 시흥시 정왕동 1861-1번지 GS25시화세종,37.3545138727,126.7230302519,S
1190,옥터문구,경기도 시흥시 옥터로 34,경기도 시흥시 정왕동 1990-5번지 옥터문구,37.3449745442,126.691663606,S
1191,CU오이도점,경기도 시흥시 오이도로135번길 43,경기도 시흥시 정왕동 2007-12번지,37.3445177227,126.68813479,S
1192,세븐일레븐 시흥정왕역점,경기도 시흥시 오동마을로6번길 17,경기도 시흥시 정왕동 2321-7번지,37.3521994574,126.7428133568,S
1193,CU목감 LH13단지점,,경기도 시흥시 조남동 700번지 시흥목감엘에이치13단지,37.3791867233,126.8587347026,S
1194,K할인마트,경기도 시흥시 연성로29번길 32,경기도 시흥시 하중동 855번지,37.3934899661,126.8057981954,S
1195,참이슬문구,경기도 시흥시 연성로29번길 32,경기도 시흥시 하중동 855번지 참이슬문구,37.3934899661,126.8057981954,S
1196,CU시흥연성점,경기도 시흥시 연성로29번길 19,경기도 시흥시 하중동 865-3번지 CU시흥연성점,37.3922919443,126.8059335115,S
1197,(안산시)정원문구,경기도 안산시 단원구 큰우물길 33,경기도 안산시 단원구 고잔동 576번지 정원 상가 102호,37.3243337689,126.8255323045,S
1198,(안산시)문구나라,경기도 안산시 단원구 단원로 67,경기도 안산시 단원구 고잔동 603번지,37.3266098806,126.8263472149,S
1199,(안산시)반도슈퍼,경기도 안산시 단원구 당곡2로 23,경기도 안산시 단원구 고잔동 671-2번지,37.3249083805,126.8378976984,S
1200,(안산시)동산준마트,경기도 안산시 단원구 당곡1로 27,경기도 안산시 단원구 고잔동 672-6번지,37.3228624803,126.8379382219,S
1201,(안산시)참좋은약국,경기도 안산시 단원구 예술대학로 83,경기도 안산시 단원구 고잔동 675-1번지,37.3244082237,126.8371120032,S
1202,(안산시)GS25푸르지오5차점,경기도 안산시 단원구 광덕2로 121,경기도 안산시 단원구 고잔동 712번지 안산고잔5차푸르지오 104호,37.3111500537,126.824555463,S
1203,(안산시)CU고잔이편한점,,경기도 안산시 단원구 고잔동 720번지 광덕서로15 호수공원아파트 서문상가 105호,37.3059864344,126.8263619803,S
1204,(안산시)아이디팬시문구,경기도 안산시 단원구 민속공원로 76,경기도 안산시 단원구 고잔동 757-2번지 104호,37.3122138824,126.838956994,S
1205,(안산시)고잔문구,경기도 안산시 단원구 광덕2로 241,경기도 안산시 단원구 고잔동 766번지 그린빌8단지 상가,37.3102480752,126.8372024937,S
1206,(안산시)팔마문구,경기도 안산시 단원구 광덕동로 41,경기도 안산시 단원구 고잔동 775-3번지,37.3081733052,126.8321088375,S
1207,(안산시)양지홈마트,경기도 안산시 단원구 한양대학로 130,경기도 안산시 단원구 고잔동 780번지 양지마을아파트 상가 105호,37.3058427555,126.837636107,S
1208,(안산시)CU대부황금점,경기도 안산시 단원구 대부황금로 853,경기도 안산시 단원구 대부동동 556-2번지,37.2411668937,126.600898916,S
1209,(안산시)GS대부상동점,경기도 안산시 단원구 대남로 13,경기도 안산시 단원구 대부북동 511번지 GS대부상동점,37.241456067,126.5845251293,S
1210,(안산시)홈W마트,경기도 안산시 단원구 선여불로 37,경기도 안산시 단원구 선부동 1043-16번지,37.3450926436,126.8053182263,S
1211,(안산시)찬스헤어클럽,경기도 안산시 단원구 선부광장남로 115,경기도 안산시 단원구 선부동 1078-3번지,37.3292387289,126.8132526794,S
1212,(안산시)피터펜문구점,,경기도 안산시 단원구 선부동 1079번지 주공아파트,37.3330683435,126.8145949773,S
1213,(안산시)동산슈퍼,,경기도 안산시 단원구 선부동 1079번지 주공아파트,37.3330683435,126.8145949773,S
1214,(안산시)헤어모드,경기도 안산시 단원구 석수로 4,경기도 안산시 단원구 선부동 1083-1번지,37.3370169342,126.8084970238,S
1215,(안산시)세븐일레븐(안산선부점),경기도 안산시 단원구 화정천서로3길 14,경기도 안산시 단원구 선부동 1091-12번지 세븐일레븐,37.3434810198,126.816464763,S
1216,(안산시)미성문구,경기도 안산시 단원구 선삼로 32,경기도 안산시 단원구 선부동 1116-16번지,37.3451828269,126.8145977759,S
1217,(안산시)이마트24,경기도 안산시 단원구 선삼로4길 2,경기도 안산시 단원구 선부동 1130-11번지 선삼로 4길 2,37.3463707996,126.8111773429,S
1218,(안산시)DC마트,경기도 안산시 단원구 지곡로 39,경기도 안산시 단원구 선부동 974-6번지,37.3378500793,126.8030142689,S
1219,(안산시)안산지역아동센터,경기도 안산시 단원구 신길중앙로1길 58,경기도 안산시 단원구 신길동 1420-5번지,37.3351610353,126.7638342145,S
1220,(안산시)삼익마트,경기도 안산시 단원구 새뿔길 67,경기도 안산시 단원구 신길동 1438번지,37.3373446302,126.7788382982,S
1221,(안산시)빛나리할인마트,경기도 안산시 단원구 사세충열로3안길 17,경기도 안산시 단원구 와동 107-1번지,37.3414065088,126.8288229274,S
1222,(안산시)디지털마트,경기도 안산시 단원구 사세충열로 98-1,경기도 안산시 단원구 와동 129번지,37.3426602573,126.8305616625,S
1223,(안산시)안산쌀정육마트,경기도 안산시 단원구 와동로 90,경기도 안산시 단원구 와동 712번지,37.3381147358,126.8285135524,S
1224,(안산시)공원마트,경기도 안산시 단원구 와동공원로 80,경기도 안산시 단원구 와동 753-9번지,37.3387133231,126.8212606586,S
1225,(안산시)한국태권도,경기도 안산시 단원구 화정천동로6길 37,경기도 안산시 단원구 와동 782-5번지,37.3463850858,126.8230206166,S
1226,(안산시)채움문구,경기도 안산시 단원구 화정로 59,경기도 안산시 단원구 와동 836-10번지,37.3316619512,126.8192358271,S
1227,(안산시)화랑문구,경기도 안산시 단원구 화정로안길 69,경기도 안산시 단원구 와동 836번지,37.3318503208,126.8190760951,S
1228,(안산시)초이마트,경기도 안산시 단원구 화정로1길 14,경기도 안산시 단원구 와동 839번지,37.3328602634,126.8191459964,S
1230,(안산시)안산시립지역아동센터,경기도 안산시 단원구 원본로3길 28,경기도 안산시 단원구 원곡동 758번지,37.3321885555,126.7952552491,S
1231,(안산시)건강한약국,경기도 안산시 단원구 원곡1로 49,경기도 안산시 단원구 원곡동 761-2번지,37.3304855908,126.7953614595,S
1232,(안산시)유한약국,경기도 안산시 단원구 화랑로 67,경기도 안산시 단원구 원곡동 779-18번지,37.3287219966,126.7973983979,S
1233,(안산시) HY원곡점,경기도 안산시 단원구 원일1길 49,경기도 안산시 단원구 원곡동 812-7번지,37.3280086959,126.7956780647,S
1234,(안산시)모닝아트,경기도 안산시 단원구 원선로 65-5,경기도 안산시 단원구 원곡동 827번지 모닝아트,37.3305798884,126.7990968427,S
1235,(안산시)CU편의점원곡,경기도 안산시 단원구 라성안길 17,경기도 안산시 단원구 원곡동 846-4번지 베스트프라자 107호,37.3277507121,126.8023400296,S
1236,(안산시)단원문구,경기도 안산시 단원구 초지동로 73,경기도 안산시 단원구 초지동 728번지 황금프라자 107호,37.3102675731,126.8168558508,S
1237,(안산시) 기파랑태권도,경기도 안산시 단원구 초지동로 33,경기도 안산시 단원구 초지동 733-5번지 한남빌딩II 5층 501호,37.3067506204,126.8165829953,S
1238,(안산시)별망문구,경기도 안산시 단원구 초지2로 42,경기도 안산시 단원구 초지동 739번지 그린빌주공16단지아파트 102호,37.3055008228,126.8124530538,S
1239,(안산시)대영약국,경기도 안산시 단원구 초지동로 7,경기도 안산시 단원구 초지동 740-2번지 극동스포랜드 103호,37.3043146774,126.8161988208,S
1240,초지역 제일부동산,경기도 안산시 단원구 화랑로 159,경기도 안산시 단원구 초지동 802번지 파크 상가 105호,37.3240598105,126.806211678,S
1241,서해부동산,경기도 안산시 상록구 건건5길 10,경기도 안산시 상록구 건건동 665번지 서해아파트 상가동,37.3052514203,126.9044542363,S
1242,태양문구,경기도 안산시 상록구 각골로1길 13,경기도 안산시 상록구 본오동 772-14번지,37.2940989897,126.8743053108,S
1243,용인대본오태권도장,경기도 안산시 상록구 각골서로 44,경기도 안산시 상록구 본오동 789-7번지,37.2941830278,126.8697578031,S
