연번,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도
2674,분당구,삼평동,분당삼평-A-40,삼평동 614번지,,2014,3.0,37.405273,127.098963
2675,분당구,삼평동,분당삼평-A-41,삼평동 626번지,,2014,4.0,37.401156,127.102227
2676,분당구,삼평동,분당삼평-A-42,삼평동 703-3번지,,2015,3.0,37.40407,127.11297
2677,분당구,삼평동,분당삼평-A-43,삼평동 662번지,,2011,5.0,37.397859,127.111216
2678,분당구,삼평동,분당삼평-A-44,삼평동 653번지,,2011,5.0,37.397139,127.112128
2679,분당구,삼평동,분당삼평-A-45,삼평동 647번지,,2011,5.0,37.396278,127.111183
2680,분당구,삼평동,분당삼평-A-46,삼평동 740번지,판교로227번길 6,2011,4.0,37.39823,127.113184
2681,분당구,삼평동,분당삼평-A-47,삼평동 742번지,,2011,3.0,37.396176,127.114051
2682,분당구,삼평동,분당삼평-A-48,삼평동 743-1번지,,2011,5.0,37.396178,127.116824
2683,분당구,삼평동,분당삼평-A-49,삼평동 622,,2020-07,4.0,37.40329,127.10381
2684,분당구,삼평동,분당삼평-A-50,삼평동 680-1,,2020-07,5.0,37.401608,127.106902
2685,분당구,삼평동,분당삼평-A-51,삼평동 641-3,,2020-07,5.0,37.396299,127.107139
2686,분당구,삼평동,분당삼평-A-52,삼평동 612-5,,2020-07,5.0,37.404448,127.101439
2687,분당구,삼평동,분당삼평-A-53,삼평동 520-1,,2014,3.0,37.3976,127.10018
2688,분당구,삼평동,분당삼평-A-54,삼평동 722-4번지,,2021-06,4.0,37.401625,127.113913
2689,분당구,삼평동,분당삼평-A-55,삼평동 722-4번지,,2021-06,4.0,37.401943,127.116476
2690,분당구,삼평동,분당삼평-A-56,삼평동 617,,2022-08,5.0,37.403608,127.09905
2691,분당구,삼평동 ,분당삼평-A-57,삼평동 745,,2022-10,4.0,37.399182,127.119194
2692,분당구,삼평동 ,분당삼평-A-58,삼평동 730-1,,2022-10,4.0,37.399238,127.117421
2693,분당구,삼평동 ,분당삼평-A-59,삼평동 733-2,,2022-10,6.0,37.399255,127.11383
2694,분당구,삼평동 ,분당삼평-A-60,삼평동 667-4,,2022-10,4.0,37.398678,127.110254
2695,분당구,삼평동 ,분당삼평-A-61,삼평동 669-1,,2022-10,4.0,37.398409,127.107922
2696,분당구,삼평동 ,분당삼평-A-62,삼평동 637-4,,2022-10,4.0,37.395096,127.105718
2697,분당구,삼평동 ,분당삼평-A-63,삼평동 668-2,,2022-10,4.0,37.39931,127.106266
2698,분당구,삼평동 ,분당삼평-A-64,삼평동 623-1,,2022-10,5.0,37.40265,127.104243
2699,분당구,삼평동 ,분당삼평-A-65,삼평동 668-3,판교로289번길 20,2022-12,3.0,37.401402,127.105547
2700,분당구,삼평동,분당삼평-A-66,삼평동 622-1,,2023-11,3.0,37.403108,127.10324
2701,분당구,삼평동,분당삼평-A-67,삼평동 718-4,판교역로 109 (백현동),2023-09,3.0,37.405551,127.105857
2702,분당구,삼평동,분당삼평-A-68,삼평동 734,,2023-11,6.0,37.398507,127.114842
2703,분당구,삼평동,분당삼평-A-69,삼평동 728,동판교로52번길 7 (백현동),2023-09,4.0,37.399867,127.117035
2704,분당구,삼평동,분당삼평-A-70,삼평동 728-2,,2023-09,3.0,37.402152,127.117845
2705,분당구,삼평동,분당삼평-A-71,삼평동 697,,2023-09,3.0,37.401287,127.116847
2706,분당구,삼평동,분당삼평-A-72,삼평동 637-2,,2024-10,4.0,37.395791,127.104218
2707,분당구,삼평동,분당삼평-A-73,삼평동 669-1,,2024-10,4.0,37.398763,127.109526
2708,분당구,삼평동,분당삼평-A-74,삼평동 667,,2024-10,5.0,37.399765,127.111154
2709,분당구,삼평동,분당삼평-A-75,삼평동 698,,2024-10,4.0,37.404048,127.106432
2710,분당구,삼평동,분당삼평-A-76,삼평동 734,,2024-10,4.0,37.398412,127.114016
2711,분당구,백현동,분당백현-A-1,백현동 529번지,,2017-12,4.0,37.39196,127.10965
2712,분당구,백현동,분당백현-A-2,백현동 554-3번지,,2018-10,4.0,37.39144,127.11107
2713,분당구,백현동,분당백현-A-3,백현동 604-9번지,동판교로 124 (백현동),2018-11,4.0,37.3872,127.11444
2714,분당구,백현동,분당백현-A-4,백현동 531-1번지,,2011,5.0,37.396197,127.109612
2715,분당구,백현동,분당백현-A-5,백현동 531-2번지,판교역로 75 (백현동),2011,4.0,37.394631,127.109564
2716,분당구,백현동,분당백현-A-6,백현동 530-1번지,판교역로 75 (백현동),2011,3.0,37.39315,127.10962
2717,분당구,백현동,분당백현-A-7,백현동 606-2번지,,2018-11,4.0,37.38738,127.11584
2718,분당구,백현동,분당백현-A-8,백현동 528,판교역로 75 (백현동),2020-07,5.0,37.389769,127.109057
2719,분당구,백현동,분당백현-A-9,백현동 531-2,판교역로 75 (백현동),2020-07,5.0,37.394844,127.109348
2720,분당구,백현동,분당백현-A-10,백현동 542-1번지,,2011,1.0,37.394958,127.113172
2721,분당구,백현동,분당백현-A-11,백현동 542-1번지,,2011,3.0,37.394507,127.115377
2722,분당구,백현동,분당백현-A-12,백현동 544-1번지,판교역로14번길 42 (백현동),2011,3.0,37.395189,127.11684
2723,분당구,백현동,분당백현-A-13,백현동 544번지,,2011,5.0,37.394505,127.118264
2724,분당구,백현동,분당백현-A-14,백현동 544-3번지,,2011,4.0,37.39359,127.116837
2725,분당구,백현동,분당백현-A-15,백현동 523번지,판교역로18번길 30 (백현동),2011,5.0,37.391683,127.108481
2726,분당구,백현동,분당백현-A-16,백현동 523번지,판교역로2번길 32 (백현동),2011,5.0,37.390377,127.106148
2727,분당구,백현동,분당백현-A-17,백현동 524번지,동판교로52번길 9-1 (백현동),2011,4.0,37.38677,127.10363
2728,분당구,백현동,분당백현-A-18,백현동 523번지,동판교로52번길 9-3 (백현동),2011,3.0,37.387839,127.106325
2729,분당구,백현동,분당백현-A-19,백현동 523번지,,2011,1.0,37.387673,127.106933
2730,분당구,백현동,분당백현-A-20,백현동 546-6번지,판교역로50번길 19 (백현동),2011,3.0,37.389458,127.116685
2731,분당구,백현동,분당백현-A-21,백현동 548번지,판교역로 48 (백현동),2011,1.0,37.38914,127.11606
2732,분당구,백현동,분당백현-A-22,백현동 559번지,,2011,3.0,37.387785,127.112662
2733,분당구,백현동,분당백현-A-23,백현동 558-3번지,판교역로44번길 5-6 (백현동),2011,1.0,37.386431,127.109634
2734,분당구,백현동,분당백현-A-24,백현동 558-6번지,,2011,1.0,37.386492,127.111368
2735,분당구,백현동,분당백현-A-25,백현동 565번지,판교역로50번길 34 (백현동),2011,1.0,37.386314,127.110856
2736,분당구,백현동,분당백현-A-26,백현동 560-4번지,판교역로2번길 12 (백현동),2011,1.0,37.386311,127.112266
2737,분당구,백현동,분당백현-A-27,백현동 564-8번지,판교역로 6 (백현동),2011,1.0,37.385791,127.111092
2738,분당구,백현동,분당백현-A-28,백현동 563-1번지,,2011,1.0,37.38579,127.111592
2739,분당구,백현동,분당백현-A-29,백현동 567번지,동판교로52번길 3-8 (백현동),2011,5.0,37.385383,127.108538
2740,분당구,백현동,분당백현-A-30,백현동 566번지,동판교로52번길 11 (백현동),2011,5.0,37.3853,127.110722
2741,분당구,백현동,분당백현-A-31,백현동 568-2번지,,2011,1.0,37.384979,127.108751
2742,분당구,백현동,분당백현-A-32,백현동 575-9번지,동판교로52번길 16-6 (백현동),2011,1.0,37.384294,127.109013
2743,분당구,백현동,분당백현-A-33,백현동 569-4번지,동판교로52번길 14-7 (백현동),2011,5.0,37.384702,127.109657
2744,분당구,백현동,분당백현-A-34,백현동 571번지,동판교로52번길 17-9 (백현동),2011,4.0,37.384917,127.110541
2745,분당구,백현동,분당백현-A-35,백현동 579-2번지,동판교로52번길 21-3 (백현동),2011,4.0,37.385208,127.112465
2746,분당구,백현동,분당백현-A-36,백현동 583-1번지,,2011,4.0,37.384439,127.112635
2747,분당구,백현동,분당백현-A-38,백현동 581-5번지,,2011,1.0,37.383586,127.112094
2748,분당구,백현동,분당백현-A-39,백현동 584번지,,2011,1.0,37.383819,127.112952
2749,분당구,백현동,분당백현-A-40,백현동 604-3번지,판교역로 75 (백현동),2015,3.0,37.387707,127.115088
2750,분당구,백현동,분당백현-A-41,백현동 605-11번지,,2011,2.0,37.387008,127.114395
2751,분당구,백현동,분당백현-A-42,백현동 606번지,판교역로 75 (백현동),2011,2.0,37.3869,127.11574
2752,분당구,백현동,분당백현-A-43,백현동 595-1번지,판교역로 26 (백현동),2011,5.0,37.386821,127.113917
2753,분당구,백현동,분당백현-A-44,백현동 595번지,,2011,3.0,37.386591,127.11345
2754,분당구,백현동,분당백현-A-45,백현동 592-5번지,,2011,4.0,37.386377,127.115539
2755,분당구,백현동,분당백현-A-46,백현동 590-3번지,,2011,5.0,37.385947,127.113925
2756,분당구,백현동,분당백현-A-47,백현동 588-11번지,동판교로52번길 19 (백현동),2011,5.0,37.385037,127.113776
2757,분당구,백현동,분당백현-A-48,백현동 545-5,동판교로52번길 26-14 (백현동),2011,5.0,37.391521,127.113226
2758,분당구,백현동,분당백현-A-49,백현동 554-3번지,,2011,4.0,37.389703,127.11084
2759,분당구,백현동,분당백현-A-50,백현동 523번지,판교역로14번길 42 (백현동),2011,5.0,37.387926,127.108232
2760,분당구,백현동,분당백현-A-51,백현동 566-3번지,,2011,5.0,37.387815,127.111463
2761,분당구,백현동,분당백현-A-52,백현동 523번지,,2011,1.0,37.386153,127.105769
2762,분당구,백현동,분당백현-A-53,백현동 576번지,,2011,1.0,37.38377,127.10973
2763,분당구,백현동,분당백현-A-54,백현동 521-5번지,,2011,3.0,37.392807,127.106515
2764,분당구,백현동,분당백현-A-55,백현동 521-2번지,,2011,3.0,37.392133,127.104819
2765,분당구,백현동,분당백현-A-56,백현동 521-4번지,,2011,3.0,37.390462,127.103559
2766,분당구,백현동,분당백현-A-57,백현동 590-1번지,,2013,3.0,37.386363,127.114392
2767,분당구,백현동,분당백현-A-58,백현동 596번지,,2014,3.0,37.387568,127.113472
2768,분당구,백현동,분당백현-A-59,백현동 65-5번지,,2014,3.0,37.39049,127.11673
2769,분당구,백현동,분당백현-A-60,백현동 559번지,,2014,3.0,37.387324,127.111385
2770,분당구,백현동,분당백현-A-61,백현동 521-5번지,,2015,3.0,37.38806,127.10307
2771,분당구,백현동,분당백현-A-62,백현동 606번지,,2016,4.0,37.38667,127.11588
2772,분당구,백현동,분당백현-A-63,백현동 132-237,판교역로 49,2019-10,5.0,37.395823,127.111297
2773,분당구,백현동,분당백현-A-64,백현동 19-2,나들이공원,2019-10,5.0,37.394976,127.111138
2774,분당구,백현동,분당백현-A-65,백현동 132-196,,2019-10,5.0,37.394785,127.109953
2775,분당구,백현동,분당백현-A-66,백현동 132-182,,2019-10,5.0,37.394529,127.111562
2776,분당구,백현동,분당백현-A-67,백현동 534,,2019-10,5.0,37.394863,127.112524
2777,분당구,백현동,분당백현-A-68,백현동 533,,2019-10,5.0,37.394053,127.1111
2778,분당구,백현동,분당백현-A-69,백현동 540-1,,2019-10,5.0,37.393711,127.11145
2779,분당구,백현동,분당백현-A-70,백현동 540-1,,2019-10,5.0,37.392954,127.111285
2780,분당구,백현동,분당백현-A-71,백현동 540-1,,2019-10,5.0,37.391928,127.111147
2781,분당구,백현동,분당백현-A-72,백현동 544번지,,2019-12,4.0,37.39347,127.11826
2782,분당구,백현동,분당백현-A-73,백현동 525번지,,2019-12,6.0,37.38608,127.10847
2783,분당구,백현동,분당백현-A-74,백현동 544-1번지,,2020-10,2.0,37.394997,127.11815
2784,분당구,백현동,분당백현-A-75,백현동 549-1,,2020-12,5.0,37.388805,127.115451
2785,분당구,백현동,분당백현-A-76,백현동 399-3,,2020-12,5.0,37.378113,127.100431
2786,분당구,백현동,분당백현-A-77,백현동 516-19(102동 근처),,2021-05,1.0,37.3831,127.09289
2787,분당구,백현동,분당백현-A-78,백현동 516-21(105동 근처),,2021-05,1.0,37.382579,127.096268
2788,분당구,백현동,분당백현-A-79,백현동 516-21(115동 근처),,2021-05,1.0,37.384569,127.094497
2789,분당구,백현동,분당백현-A-80,백현동 516-21(113동 근처 공원),,2021-05,1.0,37.384569,127.094497
2790,분당구,백현동,분당백현-A-81,백현동 516-21(112동 근처),,2021-05,1.0,37.384322,127.094197
2791,분당구,백현동,분당백현-A-82,백현동 516-21(111동 근처),,2021-05,1.0,37.384459,127.0935
2792,분당구,백현동,분당백현-A-83,백현동 556-2,,2021-06,5.0,37.388019,127.111002
2793,분당구,백현동,분당백현-A-84,백현동 554-3번지,,2021-06,5.0,37.388741,127.111215
2794,분당구,백현동,분당백현-A-85,백현동 500-36,,2022-05,4.0,37.383704,127.090413
2795,분당구,백현동,분당백현-A-86,백현동 519-3,,2022-10,5.0,37.392449,127.10341
2796,분당구,백현동,분당백현-A-87,백현동 585-7,하오개로391번길 7-4 (운중동),2023-08,4.0,37.38456,127.113998
2797,분당구,백현동,분당백현-A-88,백현동 545-3,,2023-08,4.0,37.391959,127.119926
2798,분당구,백현동,분당백현-A-89,백현동 568-10,하오개로401번길 9,2023-09,4.0,37.384656,127.108544
2799,분당구,백현동,분당백현-A-90,백현동 525-1,,2023-11,4.0,37.383814,127.109641
2800,분당구,백현동,분당백현-A-91,백현동 540-1,산운로32번길 8 (운중동),2023-11,4.0,37.392242,127.111174
2801,분당구,백현동,분당백현-A-92,백현동 541,,2024-10,4.0,37.393664,127.112689
2802,분당구,백현동,분당백현-A-93,백현동 492-25,,2024-12,3.0,37.383607,127.090953
2803,분당구,운중동,분당운중-A-1,운중동 874-1번지,,2011,1.0,37.394039,127.063801
2804,분당구,운중동,분당운중-A-2,운중동 873-1번지,,2011,1.0,37.393488,127.066848
2805,분당구,운중동,분당운중-A-3,운중동 989-2번지,,2011,1.0,37.394419,127.07053
2806,분당구,운중동,분당운중-A-4,운중동 876-1번지,,2011,3.0,37.393076,127.061775
2807,분당구,운중동,분당운중-A-5,운중동 879,산운로68번길 3-3 (운중동),2011,3.0,37.392773,127.063267
2808,분당구,운중동,분당운중-A-6,운중동 880,,2020-07,4.0,37.392942,127.063617
2809,분당구,운중동,분당운중-A-7,운중동 877-9번지,,2011,3.0,37.392404,127.062597
2810,분당구,운중동,분당운중-A-8,운중동 883-1번지,,2011,1.0,37.391972,127.065047
2811,분당구,운중동,분당운중-A-9,운중동 886-7번지,,2011,1.0,37.392075,127.065822
2812,분당구,운중동,분당운중-A-10,운중동 888-11번지,운중로14번길 5-13 (운중동),2011,4.0,37.392368,127.0663
2813,분당구,운중동,분당운중-A-11,운중동 889번지,,2011,1.0,37.392597,127.066798
2814,분당구,운중동,분당운중-A-12,운중동 889번지,,2011,1.0,37.392299,127.067055
2815,분당구,운중동,분당운중-A-13,운중동 892-10번지,,2011,1.0,37.391752,127.06739
2816,분당구,운중동,분당운중-A-14,운중동 893번지,,2011,4.0,37.39252,127.06838
2817,분당구,운중동,분당운중-A-15,운중동 894-2번지,,2011,1.0,37.392814,127.069787
2818,분당구,운중동,분당운중-A-16,운중동 892-11번지,,2011,4.0,37.393049,127.070268
2819,분당구,운중동,분당운중-A-17,운중동 893-2번지,,2011,4.0,37.392268,127.069494
2820,분당구,운중동,분당운중-A-18,운중동 898-5번지,,2011,1.0,37.391562,127.069492
2821,분당구,운중동,분당운중-A-19,운중동 900번지,,2011,1.0,37.391128,127.067134
2822,분당구,운중동,분당운중-A-20,운중동 904-9번지,,2011,1.0,37.390694,127.065809
2823,분당구,운중동,분당운중-A-21,운중동 911-20번지,,2011,1.0,37.390235,127.065801
2824,분당구,운중동,분당운중-A-22,운중동 908-13번지,,2011,1.0,37.390071,127.067653
2825,분당구,운중동,분당운중-A-23,운중동 910-9번지,,2011,1.0,37.389619,127.068702
2826,분당구,운중동,분당운중-A-24,운중동 990번지,,2011,1.0,37.394168,127.073206
2827,분당구,운중동,분당운중-A-25,운중동 988-1번지,,2011,1.0,37.393765,127.073123
2828,분당구,운중동,분당운중-A-26,운중동 987-1번지,,2011,1.0,37.394203,127.076047
2829,분당구,운중동,분당운중-A-27,운중동 985-13번지,,2011,1.0,37.393711,127.077813
2830,분당구,운중동,분당운중-A-28,운중동 990번지,,2011,1.0,37.396469,127.081177
2831,분당구,운중동,분당운중-A-29,운중동 990번지,,2011,1.0,37.396512,127.078795
2832,분당구,운중동,분당운중-A-30,운중동 990번지,,2011,1.0,37.397492,127.081091
2833,분당구,운중동,분당운중-A-31,운중동 992번지,,2011,1.0,37.396836,127.083644
2834,분당구,운중동,분당운중-A-32,운중동 991-1번지,,2011,1.0,37.394674,127.081351
2835,분당구,운중동,분당운중-A-33,운중동 991-1번지,,2011,1.0,37.393992,127.080295
2836,분당구,운중동,분당운중-A-34,운중동 986-18번지,산운로170번길 3-3 (운중동),2011,1.0,37.393442,127.079506
2837,분당구,운중동,분당운중-A-35,운중동 996-34번지,산운로208번길 37-1 (운중동),2011,1.0,37.393096,127.08066
2838,분당구,운중동,분당운중-A-36,운중동 1014-8번지,,2011,1.0,37.392922,127.082409
2839,분당구,운중동,분당운중-A-37,운중동 956-3번지,,2011,5.0,37.392961,127.073037
2840,분당구,운중동,분당운중-A-38,운중동 981-8번지,,0,1.0,37.392918,127.076577
2841,분당구,운중동,분당운중-A-39,운중동 975-4번지,,2011,1.0,37.39244,127.077691
2842,분당구,운중동,분당운중-A-40,운중동 971-7번지,판교원로81번길 9 (운중동),2011,1.0,37.392912,127.078695
2843,분당구,운중동,분당운중-A-41,운중동 898-6번지,판교원로81번길 9 (운중동),2011,1.0,37.391765,127.075879
