연번,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도
2402,분당구,구미동,분당구미-A-24,구미동 238번지,,2014,4.0,37.340189,127.124027
2403,분당구,구미동,분당구미-A-25,구미동 211번지,,2015,4.0,37.33406,127.11798
2404,분당구,구미동,분당구미-A-26,구미동 108번지,,2016,5.0,37.34501,127.11794
2405,분당구,구미동,분당구미-A-27,구미동 138번지,,2016,4.0,37.34465,127.111
2406,분당구,구미동,분당구미-A-28,구미동 208번지,,2019-12,5.0,37.33524,127.11516
2407,분당구,구미동,분당구미-A-29,구미동 107,,2020-07,3.0,37.345646,127.11836
2408,분당구,구미동,분당구미-A-30,구미동 208번지,,2019-12,6.0,37.33566,127.11572
2409,분당구,구미동,분당구미-A-31,구미동 208번지,금곡로25번길 10,2019-12,4.0,37.33606,127.11617
2410,분당구,구미동,분당구미-A-32,구미동 299,,2020-07,4.0,37.341065,127.117961
2411,분당구,구미동,분당구미-A-33,구미동 209,,2020-07,5.0,37.337954,127.112664
2412,분당구,구미동,분당구미-A-34,구미동 193-3,구미로144번길 64,2020-07,5.0,37.337944,127.112133
2413,분당구,구미동,분당구미-A-35,구미동 298,구미로9번길 17,2020-07,3.0,37.350487,127.121403
2414,분당구,구미동,분당구미-A-36,구미동 99,,2020-07,5.0,37.350448,127.12069
2415,분당구,구미동,분당구미-A-37,구미동 119,,2020-07,5.0,37.344718,127.112102
2416,분당구,구미동,분당구미-A-38,구미동 95-2,,2020-12,9.0,37.348591,127.120465
2417,분당구,구미동,분당구미-A-39,구미동 109,,2020-12,4.0,37.34465,127.117631
2418,분당구,구미동,분당구미-A-40,구미동 259-4,,2021-06,4.0,37.339191,127.126346
2419,분당구,구미동,분당구미-A-41,구미동 180,,2021-06,4.0,37.339992,127.110182
2420,분당구,구미동,분당구미-A-42,구미동 187-5,,2022-06,5.0,37.33817,127.11157
2421,분당구,구미동,분당구미-A-43,구미동 197-12,성남대로 52,2022-08,4.0,37.337403,127.110304
2422,분당구,구미동,분당구미-A-44,구미동 99,성남대로43번길 11,2022-10,4.0,37.341797,127.116127
2423,분당구,구미동,분당구미-A-45,구미동 111,,2022-10,4.0,37.344654,127.119968
2424,분당구,구미동,분당구미-A-46,구미동 200,,2022-10,4.0,37.343274,127.109225
2425,분당구,구미동,분당구미-A-47,구미동 200,금곡로 23번길 11-1,2022-10,5.0,37.343415,127.105563
2426,분당구,구미동,분당구미-A-48,구미동 197-15,미금로 66,2022-10,5.0,37.343488,127.104249
2427,분당구,구미동,분당구미-A-49,구미동 177,미금로 63,2022-12,4.0,37.340664,127.109125
2428,분당구,구미동,분당구미-A-50,구미동 174,,2022-12,4.0,37.339579,127.108721
2429,분당구,구미동,분당구미-A-51,구미동 299,,2023-11,4.0,37.341556,127.119962
2430,분당구,구미동,분당구미-A-52,구미동 128-9,,2023-11,5.0,37.344302,127.110849
2431,분당구,구미동,분당구미-A-53,구미동 131-1,구미로 11,2023-08,3.0,37.344662,127.111316
2432,분당구,구미동,분당구미-A-54,구미동 220,,2023-08,5.0,37.34037,127.116159
2433,분당구,구미동,분당구미-A-55,구미동 201,,2023-08,3.0,37.339784,127.114247
2434,분당구,구미동,분당구미-A-56,구미동 190,구미로173번길 82,2023-08,6.0,37.337495,127.109117
2436,분당구,구미동,분당구미-A-58,구미동 267-1,미금일로86번길 24-9 (구미동),45383,4.0,37.341364,127.127419
2437,분당구,구미동,분당구미-A-59,구미동 187-4,,2024-10,4.0,37.338487,127.110319
2438,분당구,구미동,분당구미-A-60,구미동 209,,2024-10,4.0,37.336391,127.11336
2439,분당구,구미동,분당구미-A-61,구미1동 78,,2024-10,4.0,37.350647,127.120152
2440,분당구,구미동,분당구미-A-63,구미동 195,동원북로 26 (동원동),2025-03,4.0,37.341829,127.112871
2441,분당구,구미동,분당구미-A-64,구미동 195,동막로245번길 97 (동원동),2025-03,5.0,37.341666,127.113651
2442,분당구,구미동,분당구미-A-65,구미동 195,동막로 287 (동원동),2025-03,5.0,37.341125,127.114033
2443,분당구,구미동,분당구미-A-66,구미동 195,미금일로80번길 5 (구미동),2025-03,5.0,37.341476,127.114789
2444,분당구,구미동,분당구미-D-4,구미동 300,"미금일로 58 (구미동, 까치마을롯데, 선경아파트)",2023-11,3.0,37.350272,127.123391
2445,분당구,구미1동,분당구미1-A-1,구미1동 51번지,미금로 151 (구미동),2012,4.0,37.34744,127.11098
2446,분당구,구미1동,분당구미1-A-2,구미1동 32번지,,2012,5.0,37.34889,127.11138
2447,분당구,구미1동,분당구미1-A-3,구미1동 73번지,,2013,3.0,37.351083,127.118161
2448,분당구,구미1동,분당구미1-A-4,구미1동 87번지,돌마로 138 (구미동),2013,4.0,37.348802,127.118613
2449,분당구,구미1동,분당구미1-A-5,구미1동 14-2번지,"미금일로90번길 23 (구미동, 까치마을건영빌라)",2013,3.0,37.34745,127.10726
2450,분당구,구미1동,분당구미1-A-6,동원동 110-4번지,,2014,5.0,37.345906,127.098902
2451,분당구,구미1동,분당구미1-A-7,동원동 222번지,미금일로90번길 2 (구미동),2014,5.0,37.358725,127.080259
2452,분당구,구미1동,분당구미1-A-8,동원동 157-1번지,,2014,5.0,37.34983,127.09019
2453,분당구,구미1동,분당구미1-A-9,구미1동 58-3번지,,2014,4.0,37.346534,127.110949
2454,분당구,구미1동,분당구미1-A-10,구미1동 63번지,,2014,5.0,37.347641,127.112036
2455,분당구,구미1동,분당구미1-A-11,구미1동 68번지,,2014,5.0,37.347,127.11598
2456,분당구,구미1동,분당구미1-A-12,구미1동 93번지,,2015,5.0,37.34851,127.11833
2457,분당구,구미1동,분당구미1-A-13,구미1동 21-3번지,,2015,2.0,37.34749,127.10896
2458,분당구,구미1동,분당구미1-A-14,구미1동 71번지,,2015,2.0,37.352261,127.116315
2459,분당구,구미1동,분당구미1-A-15,구미1동 22번지,,2010,5.0,37.348653,127.109885
2460,분당구,구미1동,분당구미1-A-16,구미1동 67번지,미금로 151 (구미동),2010,5.0,37.34766,127.11529
2461,분당구,구미1동,분당구미1-A-17,구미1동 54-6번지,,2010,2.0,37.345776,127.109888
2462,분당구,구미1동,분당구미1-A-18,구미1동 59-5번지,미금로 148-1,2017-12,4.0,37.34616,127.11093
2463,분당구,구미1동,분당구미1-A-19,구미1동 96-5번지,미금일로86번길 28-6,2017-12,4.0,37.34589,127.11035
2464,분당구,구미1동,분당구미1-A-20,구미1동 19번지,,2017-12,3.0,37.34949,127.10574
2465,분당구,구미1동,분당구미1-A-21,구미1동 67번지,금곡로 149,2018-07,4.0,37.34852,127.11591
2466,분당구,구미1동,분당구미1-A-22,동원동 308-8번지,미금일로 101,2018-11,5.0,37.35174,127.08235
2467,분당구,구미1동,분당구미1-A-23,동원동 57-33번지,,2018-11,4.0,37.34639,127.1008
2468,분당구,구미1동,분당구미1-A-24,동원동 303-4번지,미금일로90번지 36,2019-09,5.0,37.35251,127.08113
2469,분당구,구미1동,분당구미1-A-25,구미1동 21-2번지,,2019-09,4.0,37.34748,127.10925
2470,분당구,구미1동,분당구미1-A-26,구미1동 68번지,,2019-09,5.0,37.34638,127.11469
2471,분당구,구미1동,분당구미1-A-27,동원동 158-1번지,,2019-09,4.0,37.35188,127.08673
2472,분당구,구미1동,분당구미1-A-28,구미1동 95-2,,2019-12,5.0,37.34649,127.11995
2473,분당구,구미1동,분당구미1-A-29,구미1동 36-4,,2020-07,5.0,37.348366,127.110996
2474,분당구,구미1동,분당구미1-A-30,동원동 102-2,,2020-07,5.0,37.345552,127.09939
2475,분당구,구미1동,분당구미1-A-31,구미1동 91,,2020-12,4.0,37.348492,127.11999
2476,분당구,구미1동,분당구미1-A-32,구미1동 17,,2020-12,5.0,37.345732,127.108651
2477,분당구,구미1동,분당구미1-A-33,구미1동 74,,2021-06,4.0,37.351384,127.119513
2478,분당구,구미1동,분당구미1-A-34,구미1동 31,,2021-06,4.0,37.349455,127.109963
2479,분당구,구미1동,분당구미1-A-35,구미1동 93번지,,2021-10,5.0,37.34658,127.11834
2480,분당구,구미1동,분당구미1-A-36,구미1동 24-1,,2022-04,3.0,37.349939,127.110358
2481,분당구,구미1동,분당구미1-A-37,구미1동 32,,2022-06,5.0,37.34918,127.11104
2482,분당구,구미1동,분당구미1-A-38,구미1동 7-1,,2022-08,5.0,37.349535,127.106441
2483,분당구,구미1동,분당구미1-A-39,구미1동 43-2,,2022-08,5.0,37.34764,127.111243
2484,분당구,구미1동,분당구미1-A-40,구미1동 72-2,,2022-08,4.0,37.351592,127.117343
2485,분당구,구미1동,분당구미1-A-41,구미1동 89,,2022-08,5.0,37.348617,127.117054
2486,분당구,구미1동,분당구미1-A-42,동원동 77,,2022-10,4.0,37.343499,127.102655
2487,분당구,구미1동,분당구미1-A-43,구미1동 23-5,,2023-11,4.0,37.349942,127.109789
2488,분당구,구미1동,분당구미1-A-45,구미1동 16,,2023-11,4.0,37.345924,127.107375
2489,분당구,구미1동,분당구미1-A-46,동원동 96-5,,2023-11,3.0,37.345562,127.09721
2490,분당구,판교동,분당판교-A-1,판교동 614-13번지,,2011,4.0,37.39096,127.08844
2491,분당구,판교동,분당판교-A-2,판교동 615-7번지,,2011,4.0,37.390997,127.089515
2492,분당구,판교동,분당판교-A-3,판교동 614-11번지,,2011,6.0,37.391199,127.090363
2493,분당구,판교동,분당판교-A-4,판교동 612번지,,2011,4.0,37.391056,127.091111
2494,분당구,판교동,분당판교-A-5,판교동 611-5번지,,2011,4.0,37.391021,127.09252
2495,분당구,판교동,분당판교-A-6,판교동 618-11번지,,2011,5.0,37.390464,127.089336
2496,분당구,판교동,분당판교-A-7,판교동 621-8번지,,2011,5.0,37.390043,127.089176
2497,분당구,판교동,분당판교-A-8,판교동 595-3번지,,2011,5.0,37.390249,127.091966
2498,분당구,판교동,분당판교-A-9,판교동 596-4번지,판교원로286번길 3 (판교동),2011,5.0,37.389914,127.091815
2499,분당구,판교동,분당판교-A-10,판교동 597번지,,2011,5.0,37.389859,127.091408
2500,분당구,판교동,분당판교-A-11,판교동 589-1번지,,2011,5.0,37.389527,127.091678
2501,분당구,판교동,분당판교-A-12,판교동 611-5번지,,2011,5.0,37.390104,127.093963
2502,분당구,판교동,분당판교-A-13,판교동 605-9번지,,2011,5.0,37.389986,127.092992
2503,분당구,판교동,분당판교-A-14,판교동 586-8번지,,2011,3.0,37.389244,127.093352
2504,분당구,판교동,분당판교-A-15,판교동 633-1번지,서판교로180번길 18-2 (판교동),2011,5.0,37.386692,127.086625
2505,분당구,판교동,분당판교-A-16,판교동 636-1번지,서판교로180번길 18-2 (판교동),2011,4.0,37.38636,127.090577
2506,분당구,판교동,분당판교-A-17,판교동 641-8번지,서판교로180번길 18-2 (판교동),2011,3.0,37.386975,127.097783
2507,분당구,판교동,분당판교-A-18,판교동 647-2번지,,2011,5.0,37.38713,127.100156
2508,분당구,판교동,분당판교-A-19,판교동 658번지,,2011,4.0,37.386588,127.097662
2509,분당구,판교동,분당판교-A-20,판교동 649-3번지,서판교로180번길 3-3 (판교동),2011,4.0,37.38656,127.09908
2510,분당구,판교동,분당판교-A-21,판교동 647번지,,2011,3.0,37.386461,127.100199
2511,분당구,판교동,분당판교-A-22,판교동 639-4번지,,2011,4.0,37.387446,127.099175
2512,분당구,판교동,분당판교-A-23,판교동 657-1번지,,2011,3.0,37.38566,127.099585
2513,분당구,판교동,분당판교-A-24,판교동 649-2번지,,2011,3.0,37.385844,127.100212
2514,분당구,판교동,분당판교-A-25,판교동 500번지,,2011,1.0,37.398611,127.086882
2515,분당구,판교동,분당판교-A-26,판교동 500번지,판교로 185 (판교동),2011,3.0,37.398858,127.089886
2516,분당구,판교동,분당판교-A-27,판교동 500번지,,2011,1.0,37.400435,127.090186
2517,분당구,판교동,분당판교-A-28,판교동 480-5번지,,2011,4.0,37.403027,127.092614
2518,분당구,판교동,분당판교-A-29,판교동 486-12번지,,2011,4.0,37.402772,127.093853
2519,분당구,판교동,분당판교-A-30,판교동 491-2번지,,2011,4.0,37.401943,127.093498
2520,분당구,판교동,분당판교-A-31,판교동 486-12번지,,2011,5.0,37.40246,127.09467
2521,분당구,판교동,분당판교-A-32,판교동 492-2번지,,2011,4.0,37.401515,127.093508
2522,분당구,판교동,분당판교-A-33,판교동 501-9번지,,2011,4.0,37.40211,127.09562
2523,분당구,판교동,분당판교-A-34,판교동 500-8번지,,2011,5.0,37.40159,127.09555
2524,분당구,판교동,분당판교-A-35,판교동 506-15번지,,2011,3.0,37.40178,127.09675
2525,분당구,판교동,분당판교-A-36,판교동 499번지,,2011,4.0,37.40128,127.09564
2526,분당구,판교동,분당판교-A-37,판교동 500-9번지,,2011,5.0,37.400942,127.096093
2527,분당구,판교동,분당판교-A-38,판교동 494-2번지,,2011,4.0,37.399922,127.095423
2528,분당구,판교동,분당판교-A-39,판교동 511-8번지,,2011,4.0,37.399686,127.09663
2529,분당구,판교동,분당판교-A-40,판교동 523-9번지,,2011,4.0,37.40017,127.097599
2530,분당구,판교동,분당판교-A-41,판교동 509-12번지,,2011,4.0,37.400344,127.098625
2531,분당구,판교동,분당판교-A-42,판교동 519-8번지,,2011,5.0,37.399594,127.097155
2532,분당구,판교동,분당판교-A-43,판교동 522-9번지,,2011,4.0,37.39953,127.0981
2533,분당구,판교동,분당판교-A-44,판교동 518-2번지,,2011,4.0,37.398875,127.097686
2534,분당구,판교동,분당판교-A-45,판교동 512-4번지,,2011,4.0,37.398237,127.096441
2535,분당구,판교동,분당판교-A-46,판교동 532번지,,2011,4.0,37.398257,127.097281
2536,분당구,판교동,분당판교-A-47,판교동 529-9번지,,2011,4.0,37.39844,127.09853
2537,분당구,판교동,분당판교-A-48,판교동 534-13번지,,2011,5.0,37.397327,127.097804
2538,분당구,판교동,분당판교-A-49,판교동 509-11번지,,2011,4.0,37.39738,127.099036
2539,분당구,판교동,분당판교-A-50,판교동 539-12번지,,2011,5.0,37.396551,127.098949
2540,분당구,판교동,분당판교-A-51,판교동 542-8번지,,2011,5.0,37.395763,127.098516
2541,분당구,판교동,분당판교-A-52,판교동 547번지,,2011,4.0,37.394924,127.099523
2542,분당구,판교동,분당판교-A-53,판교동 551-1번지,,2011,5.0,37.39459,127.098289
2543,분당구,판교동,분당판교-A-54,판교동 548-7번지,,2011,3.0,37.394243,127.099785
2544,분당구,판교동,분당판교-A-55,판교동 554-5번지,,2011,4.0,37.393412,127.098634
2545,분당구,판교동,분당판교-A-56,판교동 557-9번지,서판교로180번길 18-2 (판교동),2011,4.0,37.393059,127.099764
2546,분당구,판교동,분당판교-A-57,판교동 563-8번지,서판교로180번길 18-2 (판교동),2011,4.0,37.392312,127.099279
2547,분당구,판교동,분당판교-A-58,판교동 562-10번지,서판교로180번길 18-2 (판교동),2011,4.0,37.391882,127.098531
2548,분당구,판교동,분당판교-A-59,판교동 568-16번지,서판교로180번길 18-2 (판교동),2011,3.0,37.390659,127.10046
2549,분당구,판교동,분당판교-A-60,판교동 569-15번지,서판교로180번길 18-2 (판교동),2011,4.0,37.390321,127.099762
2550,분당구,판교동,분당판교-A-61,판교동 573번지,서판교로180번길 18-2 (판교동),2011,4.0,37.390159,127.099199
2551,분당구,판교동,분당판교-A-62,판교동 571-13번지,,2011,4.0,37.389619,127.100997
2552,분당구,판교동,분당판교-A-63,판교동 579-6번지,서판교로180번길 18-2 (판교동),2011,4.0,37.388822,127.099802
2553,분당구,판교동,분당판교-A-64,판교동 515-13번지,,2011,5.0,37.397768,127.091814
2554,분당구,판교동,분당판교-A-65,판교동 516-13번지,,2011,3.0,37.398065,127.093116
2555,분당구,판교동,분당판교-A-66,판교동 500번지,,2011,1.0,37.395627,127.096183
2556,분당구,판교동,분당판교-A-67,판교동 500번지,,2011,1.0,37.392295,127.094424
2557,분당구,판교동,분당판교-A-68,판교동 500번지,,2011,3.0,37.393283,127.087686
2558,분당구,판교동,분당판교-A-69,판교동 500번지,,2011,3.0,37.393215,127.089135
2559,분당구,판교동,분당판교-A-70,판교동 500번지,,2011,3.0,37.393232,127.09186
2560,분당구,판교동,분당판교-A-71,판교동 500번지,,2011,3.0,37.391553,127.088384
2561,분당구,판교동,분당판교-A-72,판교동 614-13번지,,2011,4.0,37.391611,127.089725
2562,분당구,판교동,분당판교-A-73,판교동 500번지,,2011,3.0,37.392516,127.091495
2563,분당구,판교동,분당판교-A-74,판교동 623-1번지,,2011,3.0,37.389862,127.087744
2564,분당구,판교동,분당판교-A-75,판교동 624-1번지,서판교로180번길 18-2 (판교동),2011,4.0,37.388681,127.089775
2565,분당구,판교동,분당판교-A-76,판교동 635-1번지,,2011,1.0,37.388206,127.089828
2566,분당구,판교동,분당판교-A-77,판교동 635-1번지,,2011,3.0,37.388317,127.091073
2567,분당구,판교동,분당판교-A-78,판교동 584-1번지,서판교로180번길 18-2 (판교동),2011,1.0,37.388651,127.093889
2568,분당구,판교동,분당판교-A-79,판교동 585-2번지,서판교로180번길 18-2 (판교동),2011,1.0,37.38816,127.09744
2569,분당구,판교동,분당판교-A-80,판교동 638-2번지,,2011,4.0,37.386272,127.089049
2570,분당구,판교동,분당판교-A-81,판교동 638-5번지,,2011,4.0,37.386226,127.093084
2571,분당구,판교동,분당판교-A-82,판교동 638-2번지,,2011,1.0,37.386836,127.097359
2572,분당구,판교동,분당판교-A-83,판교동 492-2번지,,2011,1.0,37.403501,127.091931
2573,분당구,판교동,분당판교-A-84,판교동 508-9번지,,2011,1.0,37.403268,127.093576
2574,분당구,판교동,분당판교-A-85,판교동 500번지,,2011,1.0,37.400997,127.09304
2575,분당구,판교동,분당판교-A-86,판교동 510-6번지,,2011,5.0,37.400374,127.096976
2576,분당구,판교동,분당판교-A-87,판교동 517번지,,2011,3.0,37.397636,127.09371
2577,분당구,판교동,분당판교-A-88,판교동 500번지,,2011,2.0,37.395815,127.09392
2578,분당구,판교동,분당판교-A-89,판교동 500번지,,2011,3.0,37.395099,127.093458
2579,분당구,판교동,분당판교-A-90,판교동 558-8번지,운중로 285 (판교동),2011,4.0,37.393819,127.100431
2580,분당구,판교동,분당판교-A-91,판교동 559-7번지,서판교로132번길 26 (판교동),2011,4.0,37.39283,127.10063
2581,분당구,판교동,분당판교-A-92,판교동 562-12번지,대왕판교로385번길 7 (백현동),2011,3.0,37.391489,127.098046
2582,분당구,판교동,분당판교-A-93,판교동 562-9번지,서판교로74번길 11 (판교동),2011,5.0,37.390661,127.098151
2583,분당구,판교동,분당판교-A-94,판교동 581-10번지,운중로225번길 37 (판교동),2011,3.0,37.389184,127.100149
2584,분당구,판교동,분당판교-A-95,판교동 577-5번지,판교원로 200 (판교동),2011,5.0,37.38962,127.09948
2585,분당구,판교동,분당판교-A-96,판교동 898-6번지,,2011,5.0,37.390676,127.085344
2586,분당구,판교동,분당판교-A-97,판교동 557-8번지,,2011,5.0,37.392676,127.09956
2587,분당구,판교동,분당판교-A-98,판교동 518-3번지,,2011,3.0,37.394177,127.100972
2588,분당구,판교동,분당판교-A-99,판교동 513-3번지,,2011,4.0,37.39871,127.092959
2589,분당구,판교동,분당판교-A-100,판교동 585-1번지,,2011,1.0,37.389971,127.094527
2590,분당구,판교동,분당판교-A-101,판교동 528-1번지,,2013,3.0,37.39947,127.09895
2591,분당구,판교동,분당판교-A-102,백현동 366-7번지,운중로257번길 7-9 (판교동),2014,4.0,37.378153,127.101175
2592,분당구,판교동,분당판교-A-103,판교동 551번지,안양판교로 1221 (판교동),2014,1.0,37.394632,127.099228
2593,분당구,판교동,분당판교-A-104,판교동 553번지,,2014,1.0,37.39137,127.09106
2594,분당구,판교동,분당판교-A-105,판교동 632번지,대왕판교로 397 (백현동),2014,4.0,37.386245,127.08801
2595,분당구,판교동,분당판교-A-106,판교동 636번지,,2014,3.0,37.386342,127.091377
2596,분당구,판교동,분당판교-A-107,판교동 547번지,,2014,4.0,37.394933,127.098933
2597,분당구,판교동,분당판교-A-108,판교동 532번지,,2014,4.0,37.398232,127.097656
2598,분당구,판교동,분당판교-A-109,판교동 487번지,판교원로 49,2014,4.0,37.40249,127.09528
2599,분당구,판교동,분당판교-A-110,판교동 647번지,서판교로44번길 29-3,2014,3.0,37.386845,127.10022
2600,분당구,판교동,분당판교-A-111,판교동 508-7번지,,2015,3.0,37.40151,127.0978
2601,분당구,판교동,분당판교-A-112,판교동 596번지,서판교로100번길 4-15,2016,4.0,37.39014,127.09081
2602,분당구,판교동,분당판교-A-113,판교동 653번지,,2017-09,4.0,37.38183,127.1019
2603,분당구,판교동,분당판교-A-114,판교동 583-2번지,,2017-12,3.0,37.38948,127.10169
2604,분당구,판교동,분당판교-A-115,백현동 409번지,,2018-10,4.0,37.37907,127.10211
2605,분당구,판교동,분당판교-A-116,판교동 509-12번지,,2018-10,5.0,37.3975,127.09929
2606,분당구,판교동,분당판교-A-117,백현동 472-190번지,,2018-10,4.0,37.3804,127.10199
2607,분당구,판교동,분당판교-A-118,판교동 547번지,,2019-12,5.0,37.39511,127.10016
2608,분당구,판교동,분당판교-A-119,판교동 635번지,,2019-12,3.0,37.38735,127.08945
2609,분당구,판교동,분당판교-A-120,판교동 568-6,,2020-07,3.0,37.391121,127.100949
2610,분당구,판교동,분당판교-A-121,판교동 505-7,,2020-07,4.0,37.402087,127.097342
2611,분당구,판교동,분당판교-A-122,판교동 545-7,,2020-12,4.0,37.395575,127.100153
2612,분당구,판교동,분당판교-A-123,판교동 560-8,,2021-06,5.0,37.391947,127.099469
2613,분당구,판교동,분당판교-A-124,판교동 632-1,,2022-05,4.0,37.385909,127.087384
2614,분당구,판교동,분당판교-A-125,판교동 632-3,,2022-05,4.0,37.384955,127.089652
2615,분당구,판교동,분당판교-A-126,판교동 479-10,,2022-05,4.0,37.385014,127.088549
2616,분당구,판교동,분당판교-A-127,판교동 479-9,,2022-05,4.0,37.385121,127.088529
2617,분당구,판교동,분당판교-A-128,판교동 산19-2,,2022-05,4.0,37.384542,127.089703
2618,분당구,판교동,분당판교-A-129,판교동 584,,2022-08,4.0,37.388353,127.099437
2619,분당구,판교동,분당판교-A-130,판교동 583-4,,2022-10,6.0,37.388105,127.101281
2620,분당구,판교동,분당판교-A-131,판교동584-3,판교원로286번길 23,2022-10,5.0,37.387806,127.097947
2621,분당구,판교동,분당판교-A-132,판교동 637-3,,2022-10,4.0,37.388415,127.094125
2622,분당구,판교동,분당판교-A-133,판교동 628-2,,2022-10,4.0,37.388793,127.091766
2623,분당구,판교동,분당판교-A-134,판교동 627,,2022-10,4.0,37.38858,127.090281
2624,분당구,판교동,분당판교-A-135,판교동 624,,2022-10,4.0,37.389252,127.087436
2625,분당구,판교동,분당판교-A-136,판교동 623-3,,2022-10,4.0,37.389172,127.085838
2626,분당구,판교동,분당판교-A-137,판교동 649,,2023-08,3.0,37.386986,127.101802
2627,분당구,판교동,분당판교-A-138,판교동 512-4,,2023-11,4.0,37.391753,127.097989
2628,분당구,판교동,분당판교-A-139,판교동 611-5,,2023-08,4.0,37.390885,127.092855
2629,분당구,판교동,분당판교-A-140,판교동 651,,2023-08,3.0,37.386373,127.101998
2630,분당구,판교동,분당판교-A-141,판교동 656-6,,2023-11,3.0,37.38556,127.099138
2631,분당구,판교동,분당판교-A-142,백현동 473-9,,2023-08,4.0,37.382179,127.098462
2632,분당구,판교동,분당판교-A-143,판교동 605-4,,2024-10,3.0,37.390398,127.094294
2633,분당구,판교동,분당판교-A-144,판교동 494-2,,2024-10,4.0,37.39849,127.091392
2634,분당구,판교동,분당판교-A-145,백현동 473-8,대왕판교로 609 (삼평동),2024-10,4.0,37.381789,127.099732
2635,분당구,삼평동,분당삼평-A-1,삼평동 614번지,,2011,5.0,37.404745,127.098426
2636,분당구,삼평동,분당삼평-A-2,삼평동 620번지,,2011,5.0,37.404096,127.101362
2637,분당구,삼평동,분당삼평-A-3,삼평동 699번지,,2011,5.0,37.404433,127.107962
2638,분당구,삼평동,분당삼평-A-4,삼평동 626번지,,2011,5.0,37.401752,127.102195
2639,분당구,삼평동,분당삼평-A-5,삼평동 609번지,,2011,3.0,37.400412,127.100877
2640,분당구,삼평동,분당삼평-A-6,삼평동 677번지,,2011,5.0,37.401699,127.111353
2641,분당구,삼평동,분당삼평-A-7,삼평동 697번지,,2011,3.0,37.406819,127.106103
2642,분당구,삼평동,분당삼평-A-8,삼평동 697번지,,2011,3.0,37.406614,127.109117
2643,분당구,삼평동,분당삼평-A-9,삼평동 697번지,,2011,3.0,37.40525,127.107776
2644,분당구,삼평동,분당삼평-A-10,삼평동 639번지,,2011,5.0,37.396166,127.105432
2645,분당구,삼평동,분당삼평-A-11,삼평동 646-1번지,,2011,4.0,37.397166,127.110249
2646,분당구,삼평동,분당삼평-A-12,삼평동 717-2번지,,2011,5.0,37.410305,127.118092
2647,분당구,삼평동,분당삼평-A-13,삼평동 717-2번지,,2011,5.0,37.409334,127.11806
2648,분당구,삼평동,분당삼평-A-14,삼평동 709-1번지,,2011,4.0,37.405967,127.115215
2649,분당구,삼평동,분당삼평-A-15,삼평동 710-3번지,판교역로 203 (삼평동),2011,3.0,37.405822,127.116563
2650,분당구,삼평동,분당삼평-A-16,삼평동 710-1번지,,2011,3.0,37.404452,127.116197
2651,분당구,삼평동,분당삼평-A-17,삼평동 721-1번지,,2011,3.0,37.403662,127.11601
2652,분당구,삼평동,분당삼평-A-18,삼평동 724-1번지,대왕판교로 609 (삼평동),2011,3.0,37.40243,127.11667
2653,분당구,삼평동,분당삼평-A-19,삼평동 722-4번지,대왕판교로 609 (삼평동),2011,3.0,37.401753,127.11513
2654,분당구,삼평동,분당삼평-A-20,삼평동 727-1번지,,2011,3.0,37.400793,127.116673
2655,분당구,삼평동,분당삼평-A-21,삼평동 731번지,,2011,5.0,37.399529,127.115042
2656,분당구,삼평동,분당삼평-A-22,삼평동 729번지,,2011,5.0,37.399576,127.118306
2657,분당구,삼평동,분당삼평-A-23,삼평동 628번지,,2011,5.0,37.401417,127.104427
2658,분당구,삼평동,분당삼평-A-24,삼평동 689-1번지,,2011,1.0,37.404086,127.110945
2659,분당구,삼평동,분당삼평-A-25,삼평동 669번지,동판교로 268 (삼평동),2011,5.0,37.399617,127.107289
2660,분당구,삼평동,분당삼평-A-26,삼평동 667-7번지,동판교로 258 (삼평동),2011,5.0,37.399838,127.109711
2661,분당구,삼평동,분당삼평-A-27,삼평동 667-7번지,,2011,5.0,37.399782,127.112506
2662,분당구,삼평동,분당삼평-A-28,삼평동 639번지,,2011,5.0,37.397679,127.10518
2663,분당구,삼평동,분당삼평-A-29,삼평동 637번지,,2011,5.0,37.397782,127.103506
2664,분당구,삼평동,분당삼평-A-30,삼평동 717-1번지,,2011,1.0,37.40807,127.115358
2665,분당구,삼평동,분당삼평-A-31,삼평동 745-1번지,,2011,3.0,37.398774,127.116896
2666,분당구,삼평동,분당삼평-A-32,삼평동 738-1번지,,2011,3.0,37.398277,127.116679
2667,분당구,삼평동,분당삼평-A-33,삼평동 745번지,판교역로192번길 16 (삼평동),2011,1.0,37.397964,127.119058
2668,분당구,삼평동,분당삼평-A-34,삼평동 691-1,대왕판교로606번길 45 (삼평동),2020-07,5.0,37.403244,127.109585
2669,분당구,삼평동,분당삼평-A-35,삼평동 711번지,대왕판교로606번길 31 (삼평동),2014,3.0,37.405816,127.115762
2670,분당구,삼평동,분당삼평-A-36,삼평동 710번지,"동판교로177번길 25 (삼평동, 판교 호반 써밋 플레이스)",2014,3.0,37.40509,127.11541
2671,분당구,삼평동,분당삼평-A-37,삼평동 743-2번지,"동판교로 153 (삼평동, 봇들마을8단지아파트)",2014,3.0,37.396196,127.118256
2672,분당구,삼평동,분당삼평-A-38,삼평동 707번지,,2014,4.0,37.404569,127.114999
2673,분당구,삼평동,분당삼평-A-39,삼평동 729번지,,2014,4.0,37.399576,127.118306
